CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
00.070.698/0001-11;2014-01-01;4;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FCA;34380;2014-02-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34380
00.070.698/0001-11;2014-01-01;5;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FCA;39133;2014-06-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=39133
00.070.698/0001-11;2014-01-01;6;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FCA;39510;2014-06-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=39510
00.070.698/0001-11;2014-01-01;7;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FCA;41532;2014-10-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=41532
00.070.698/0001-11;2014-01-01;8;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FCA;41700;2014-10-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=41700
00.070.698/0001-11;2014-01-01;9;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FCA;41705;2014-10-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=41705
00.070.698/0001-11;2014-01-01;10;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FCA;41735;2014-10-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=41735
00.070.698/0001-11;2014-01-01;11;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FCA;41855;2014-10-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=41855
00.108.786/0001-65;2014-01-01;1;NET SERVIÇOS DE COMUNICAÇÃO S.A.;014621;FCA;33875;2014-01-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=33875
00.108.786/0001-65;2014-01-01;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;014621;FCA;36138;2014-04-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=36138
00.108.786/0001-65;2014-01-01;3;NET SERVIÇOS DE COMUNICAÇÃO S.A.;014621;FCA;38811;2014-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=38811
00.108.786/0001-65;2014-01-01;4;NET SERVIÇOS DE COMUNICAÇÃO S.A.;014621;FCA;39948;2014-07-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=39948
00.108.786/0001-65;2014-01-01;5;NET SERVIÇOS DE COMUNICAÇÃO S.A.;014621;FCA;39949;2014-07-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=39949
00.108.786/0001-65;2014-01-01;6;NET SERVIÇOS DE COMUNICAÇÃO S.A.;014621;FCA;42092;2014-11-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=42092
00.115.890/0001-87;2014-01-01;1;SHOPPING CENTER TACARUNA SA;015733;FCA;35791;2014-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35791
00.115.890/0001-87;2014-01-01;2;SHOPPING CENTER TACARUNA SA;015733;FCA;39112;2014-06-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=39112
00.185.475/0001-08;2014-01-01;1;PARCOM PARTICIPACOES S.A. - EM LIQUIDAÇÃO;014680;FCA;36884;2014-05-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=36884
00.185.475/0001-08;2014-01-01;2;PARCOM PARTICIPACOES S.A. - EM LIQUIDAÇÃO;014680;FCA;38648;2014-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=38648
00.192.769/0001-59;2014-01-01;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;FCA;33897;2014-01-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=33897
00.192.769/0001-59;2014-01-01;2;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;FCA;38674;2014-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=38674
00.249.786/0001-85;2014-01-01;1;FORPART S.A. - EM LIQUIDAÇÃO;014796;FCA;36873;2014-05-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=36873
00.249.786/0001-85;2014-01-01;2;FORPART S.A. - EM LIQUIDAÇÃO;014796;FCA;38643;2014-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=38643
00.272.185/0001-93;2014-01-01;1;CIMS S.A.;014818;FCA;34239;2014-01-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34239
00.272.185/0001-93;2014-01-01;2;CIMS S.A.;014818;FCA;38667;2014-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=38667
00.336.701/0001-04;2014-01-01;1;TELEC BRASILEIRAS S.A. TELEBRAS;011258;FCA;33859;2014-01-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=33859
00.336.701/0001-04;2014-01-01;2;TELEC BRASILEIRAS S.A. TELEBRAS;011258;FCA;33993;2014-01-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=33993
00.336.701/0001-04;2014-01-01;3;TELEC BRASILEIRAS S.A. TELEBRAS;011258;FCA;34019;2014-01-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34019
00.336.701/0001-04;2014-01-01;4;TELEC BRASILEIRAS S.A. TELEBRAS;011258;FCA;34053;2014-01-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34053
00.336.701/0001-04;2014-01-01;5;TELEC BRASILEIRAS S.A. TELEBRAS;011258;FCA;36725;2014-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=36725
00.354.053/0001-00;2014-01-01;1;KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL;015083;FCA;34189;2014-01-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34189
00.354.053/0001-00;2014-01-01;2;KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL;015083;FCA;36721;2014-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=36721
00.359.742/0001-08;2014-01-01;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;015423;FCA;34071;2014-01-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34071
00.359.742/0001-08;2014-01-01;2;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;015423;FCA;37248;2014-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=37248
00.359.742/0001-08;2014-01-01;3;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;015423;FCA;38647;2014-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=38647
00.359.742/0001-08;2014-01-01;4;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;015423;FCA;41354;2014-09-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=41354
00.383.281/0001-09;2014-01-01;1;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;FCA;34951;2014-02-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34951
00.383.281/0001-09;2014-01-01;2;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;FCA;42839;2014-11-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=42839
00.514.998/0001-42;2014-01-01;1;ELETRON S.A.;016209;FCA;34300;2014-02-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34300
00.514.998/0001-42;2014-01-01;2;ELETRON S.A.;016209;FCA;38592;2014-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=38592
00.514.998/0001-42;2014-01-01;3;ELETRON S.A.;016209;FCA;42042;2014-11-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=42042
00.545.378/0001-70;2014-01-01;1;SERRA AZUL WATER PARK SA;014966;FCA;34145;2014-01-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34145
00.545.378/0001-70;2014-01-01;2;SERRA AZUL WATER PARK SA;014966;FCA;42889;2014-11-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=42889
00.622.416/0001-41;2014-01-01;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;FCA;34405;2014-02-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34405
00.622.416/0001-41;2014-01-01;2;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;FCA;37349;2014-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=37349
00.622.416/0001-41;2014-01-01;3;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;FCA;39078;2014-06-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=39078
00.622.416/0001-41;2014-01-01;4;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;FCA;39080;2014-06-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=39080
00.644.907/0001-93;2014-01-01;1;INVESTCO S.A.;018589;FCA;34855;2014-02-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34855
00.644.907/0001-93;2014-01-01;2;INVESTCO S.A.;018589;FCA;39119;2014-06-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=39119
00.649.881/0001-76;2014-01-01;1;GTD PARTICIPACOES SA;014915;FCA;34315;2014-02-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34315
00.649.881/0001-76;2014-01-01;2;GTD PARTICIPACOES SA;014915;FCA;37471;2014-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=37471
00.649.881/0001-76;2014-01-01;3;GTD PARTICIPACOES SA;014915;FCA;40249;2014-08-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=40249
00.649.881/0001-76;2014-01-01;4;GTD PARTICIPACOES SA;014915;FCA;40913;2014-08-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=40913
00.743.065/0001-27;2014-01-01;1;LITEL PARTICIPACOES S.A.;015091;FCA;35908;2014-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35908
00.743.065/0001-27;2014-01-01;2;LITEL PARTICIPACOES S.A.;015091;FCA;37461;2014-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=37461
00.743.065/0001-27;2014-01-01;3;LITEL PARTICIPACOES S.A.;015091;FCA;39387;2014-06-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=39387
00.776.574/0001-56;2014-01-01;1;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FCA;33792;2014-01-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=33792
00.776.574/0001-56;2014-01-01;2;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FCA;37034;2014-05-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=37034
00.861.626/0001-92;2014-01-01;1;CONC RODOVIA PRES. DUTRA S.A.;019577;FCA;35150;2014-03-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35150
00.861.626/0001-92;2014-01-01;2;CONC RODOVIA PRES. DUTRA S.A.;019577;FCA;38794;2014-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=38794
00.864.214/0001-06;2014-01-01;1;ENERGISA S.A.;015253;FCA;35263;2014-03-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35263
00.864.214/0001-06;2014-01-01;2;ENERGISA S.A.;015253;FCA;36623;2014-05-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=36623
00.864.214/0001-06;2014-01-01;3;ENERGISA S.A.;015253;FCA;40912;2014-08-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=40912
00.866.577/0001-80;2014-01-01;1;SAUIPE SA;015261;FCA;33928;2014-01-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=33928
00.866.577/0001-80;2014-01-01;2;SAUIPE SA;015261;FCA;37286;2014-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=37286
00.866.577/0001-80;2014-01-01;3;SAUIPE SA;015261;FCA;42291;2014-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=42291
00.897.864/0001-58;2014-01-01;1;SANTA CATARINA PART INVEST SA;015199;FCA;35918;2014-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35918
00.897.864/0001-58;2014-01-01;2;SANTA CATARINA PART INVEST SA;015199;FCA;38522;2014-05-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=38522
00.897.864/0001-58;2014-01-01;3;SANTA CATARINA PART INVEST SA;015199;FCA;103034;2021-04-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103034
00.924.429/0001-75;2014-01-01;1;FERROVIA CENTRO-ATLANTICA S.A.;015369;FCA;35083;2014-03-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35083
00.924.429/0001-75;2014-01-01;2;FERROVIA CENTRO-ATLANTICA S.A.;015369;FCA;39098;2014-06-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=39098
00.924.429/0001-75;2014-01-01;3;FERROVIA CENTRO-ATLANTICA S.A.;015369;FCA;40511;2014-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=40511
00.924.432/0001-99;2014-01-01;1;HOPI HARI SA;015377;FCA;33781;2014-01-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=33781
00.924.432/0001-99;2014-01-01;2;HOPI HARI SA;015377;FCA;42948;2014-12-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=42948
00.938.574/0001-05;2014-01-01;1;CONC RIO-TERESOPOLIS S.A.;019208;FCA;33768;2014-01-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=33768
00.938.574/0001-05;2014-01-01;2;CONC RIO-TERESOPOLIS S.A.;019208;FCA;33842;2014-01-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=33842
00.938.574/0001-05;2014-01-01;3;CONC RIO-TERESOPOLIS S.A.;019208;FCA;36583;2014-05-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=36583
00.979.969/0001-56;2014-01-01;1;CAIXA ADM DIV PUB ESTADUAL SA;015717;FCA;34216;2014-01-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34216
00.979.969/0001-56;2014-01-01;2;CAIXA ADM DIV PUB ESTADUAL SA;015717;FCA;34418;2014-02-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34418
00.979.969/0001-56;2014-01-01;3;CAIXA ADM DIV PUB ESTADUAL SA;015717;FCA;37078;2014-05-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=37078
00.994.533/0001-36;2014-01-01;1;COMERCIAL QUINTELLA COM EXP SA EM LIQUIDAÇÃO;015652;FCA;35992;2014-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35992
00.994.533/0001-36;2014-01-01;2;COMERCIAL QUINTELLA COM EXP SA EM LIQUIDAÇÃO;015652;FCA;37156;2014-05-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=37156
01.027.058/0001-91;2014-01-01;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;021733;FCA;34167;2014-01-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34167
01.027.058/0001-91;2014-01-01;2;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;021733;FCA;38521;2014-05-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=38521
01.083.200/0001-18;2014-01-01;1;NEOENERGIA S.A.;015539;FCA;34083;2014-01-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=34083
01.083.200/0001-18;2014-01-01;2;NEOENERGIA S.A.;015539;FCA;37400;2014-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=37400
01.104.937/0001-70;2014-01-01;1;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;015784;FCA;35652;2014-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=35652
01.104.937/0001-70;2014-01-01;2;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;015784;FCA;36488;2014-04-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=36488
