CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Data_Nome_Empresarial;Nome_Empresarial_Anterior;Data_Constituicao;Codigo_CVM;Data_Registro_CVM;Categoria_Registro_CVM;Data_Categoria_Registro_CVM;Situacao_Registro_CVM;Data_Situacao_Registro_CVM;Pais_Origem;Pais_Custodia_Valores_Mobiliarios;Setor_Atividade;Descricao_Atividade;Situacao_Emissor;Data_Situacao_Emissor;Especie_Controle_Acionario;Data_Especie_Controle_Acionario;Dia_Encerramento_Exercicio_Social;Mes_Encerramento_Exercicio_Social;Data_Alteracao_Exercicio_Social;Pagina_Web
00.545.378/0001-70;2022-01-01;2;128996;SERRA AZUL WATER PARK SA;;;1995-03-09;014966;1995-07-26;Categoria A;2010-01-01;Ativo;1995-07-26;Brasil;Brasil;Emp. Adm. Part. - Brinquedos e Lazer;Administração e Exploração de Parque Aquático;Fase Operacional;2001-03-31;Privado;1998-04-07;31;12;2009-12-31;www.wetnwild.com.br
00.622.416/0001-41;2022-01-01;1;114731;STATKRAFT ENERGIAS RENOVAVEIS S.A.;2015-07-13;Desenvix Energias Renováveis S.A.;1995-05-19;022594;2011-09-19;Categoria A;2011-09-19;Ativo;2011-09-19;Brasil;Brasil;Energia Elétrica;A Companhia atua no ramo de geração de energia elétrica por meio de fontes renováveis.;Fase Operacional;1995-05-19;Privado Holding;1995-05-19;31;12;1995-05-19;www.statkraft.com.br
00.644.907/0001-93;2022-01-01;1;112919;INVESTCO S.A.;;;1995-05-31;018589;2000-02-04;Categoria A;2010-01-01;Ativo;2000-02-04;Brasil;Brasil;Energia Elétrica;Geração de Energia Elétrica;Fase Operacional;2001-12-31;Privado;2000-02-04;31;12;;www.edpbr.com.br
00.743.065/0001-27;2022-01-01;2;114168;LITEL PARTICIPACOES S.A.;;;1995-07-21;015091;1995-10-18;Categoria A;2010-01-01;Ativo;1995-10-18;Brasil;Brasil;Emp. Adm. Part. - Extração Mineral;;Fase Operacional;2000-12-31;Privado;2000-12-31;31;12;;www.litelbrasil.com.br
00.776.574/0001-56;2022-01-01;2;118812;AMERICANAS S.A.;2021-06-10;B2W - COMPANHIA DIGITAL;2006-12-13;020990;2007-07-26;Categoria A;2010-01-01;Ativo;2007-07-26;Brasil;Brasil;Comércio (Atacado e Varejo);Comércio varejista e atacadista em geral de quaisquer bens e serviços por meio de diversos meios, em especial, da Internet e de lojas físicas, sem restrição a outros meios.;Fase Operacional;2007-07-26;Privado;2007-05-15;31;12;;https://ri.americanas.com/
00.864.214/0001-06;2022-01-01;3;120455;ENERGISA S.A.;;SIDEPAR PARTICIPAÇÕES S.A.;1995-08-09;015253;1995-12-20;Categoria A;2010-01-01;Ativo;1995-12-20;Brasil;Brasil;Emp. Adm. Part. - Energia Elétrica;Sociedade de participações em outras empresas, predominantemente em distribuidoras de energia elétrica.;Fase Operacional;2001-03-31;Privado;1997-12-10;31;12;1995-08-09;https://ri.energisa.com.br/
00.897.864/0001-58;2022-01-01;1;112990;SANTA CATARINA PART INVEST SA;;;1995-11-07;015199;1995-12-13;Categoria B;2010-01-01;Ativo;1995-12-13;Brasil;Brasil;Emp. Adm. Part. - Intermediação Financeira;Geração de recursos para alocação em investimentos públicos no território catarinense captados pela emissão de obrigações - Adm. Pública em Geral.;Fase Operacional;1995-12-13;Estatal;2002-06-30;31;12;;
00.924.429/0001-75;2022-01-01;2;117041;FERROVIA CENTRO-ATLANTICA S.A.;;VASSOURAS PARTICIPAÇÕES S/A;1995-08-14;015369;1996-02-12;Categoria A;2010-01-01;Ativo;1996-02-12;Brasil;Brasil;Serviços Transporte e Logística;Serviço de Transporte Ferroviário;Fase Operacional;1996-02-12;Privado;2001-03-31;31;12;;https:/ri.vli-logistica.com.br
00.938.574/0001-05;2022-01-01;3;120777;CONC RIO-TERESOPOLIS S.A.;;;1995-11-07;019208;2001-12-26;Categoria A;2010-01-01;Ativo;2001-12-26;Brasil;Brasil;Serviços Transporte e Logística;Administração, Operação e Conservação de Rodovia;Fase Operacional;2001-12-26;Privado;2001-09-28;31;12;;www.rioteresopolis.com.br
00.974.211/0001-25;2022-01-01;2;114059;Linha Amarela S.A. - LAMSA;;Não aplicável, tendo em vista que o emissor nunca alterou seu nome empresarial.;1995-11-21;024937;2020-04-08;Categoria B;2020-04-08;Ativo;2020-04-08;Brasil;Brasil;Serviços Transporte e Logística;Exploração do pedágio, operação, manutenção e exploração da via denominada Linha Amarela S.A.;Fase Operacional;1998-01-01;Privado Holding;;31;12;;http://lamsa.ri.invepar.com.br
00.979.969/0001-56;2022-01-01;1;113660;CAIXA ADM DIV PUB ESTADUAL SA;1995-12-28;;1995-12-28;015717;1996-09-04;Categoria B;2010-01-01;Ativo;1996-09-04;Brasil;Brasil;Intermediação Financeira;Emitir e colocar no mercado obrigações, adquirir, alienar e dar em garantia ativos, créditos, títulos e valores mobiliários.;Fase Operacional;1996-09-04;Estatal;1998-04-07;31;12;;http://www.cadip.com.br
01.027.058/0001-91;2022-01-01;3;120706;CIELO S.A. -  Instituição de Pagamento;2022-04-27;CIELO S.A;1995-11-23;021733;2009-06-25;Categoria A;2010-01-01;Ativo;2009-06-25;Brasil;Brasil;Intermediação Financeira;Empresa prestadora de serviços de adquirência e meios de pagamento.;Fase Operacional;2009-06-25;Privado;2009-05-12;31;12;;www.cielo.com.br
01.083.200/0001-18;2022-01-01;1;112386;NEOENERGIA S.A.;;GUARANIANA S.A.;1996-02-14;015539;1996-05-08;Categoria A;;Ativo;1996-05-08;Brasil;Brasil;Emp. Adm. Part. - Energia Elétrica;Participação em outras sociedades;Fase Operacional;2001-03-31;Privado;1998-04-07;31;12;;http://ri.neoenergia.com/
01.104.937/0001-70;2022-01-01;2;119706;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;2008-09-02;Light Participações S.A - Lightpar;1996-01-20;015784;1996-09-30;Categoria A;2010-01-01;Ativo;1996-09-30;Brasil;Brasil;Emp. Adm. Part. - Energia Elétrica;A ELETROPAR tem por objeto social principal a participação no capital social da ELETROPAULO - Eletricidade de São Paulo S.A., concessionária de serviços pub. de energia elét., e de outras sociedades.;Fase Operacional;1996-09-30;Privado;1998-04-07;31;12;;www.eletrobraspar.com
01.107.327/0001-20;2022-01-01;3;120182;BBM Logística S.A.;2015-06-30;BBM Serviços e Transportes Ltda.;1996-03-06;024660;2019-02-27;Categoria A;2019-02-27;Ativo;2019-02-27;Brasil;Brasil;Serviços Transporte e Logística;Prestação de serviços logísticos através de operações dedicadas e transporte de carga geral fracionada.;Fase Operacional;1996-03-06;Privado;2018-06-15;31;12;;www.bbmlogística.com.br
01.258.944/0001-26;2022-01-01;4;119237;Rumo Malha Sul S.A.;;FERROVIA SUL-ATLANTICO S.A.;1996-04-30;015709;1996-08-29;Categoria B;2010-01-01;Ativo;1996-08-29;Brasil;Brasil;Serviços Transporte e Logística;Prestar serviço de transporte ferroviário e armazenagens de cargas.;Fase Operacional;1996-08-29;Privado;2001-03-31;31;12;;www.ri.rumolog.com
01.319.044/0001-41;2022-01-01;2;114458;WTC AMAZONAS SUITE HOTEL S.A.;2000-12-21;WTC BRASILIA EMPREENDIMENTOS E PARTICIPACOES S.A.;1996-06-01;015741;1996-09-18;Categoria B;2012-03-12;Ativo;1996-09-18;Brasil;Brasil;Hospedagem e Turismo;HOTELARIA E TURISMO;Fase Pré-Operacional;1996-09-18;Privado;1998-04-07;31;12;;
01.417.222/0001-77;2022-01-01;2;112846;MRS LOGISTICA S.A.;;;1996-08-30;017949;1998-11-13;Categoria A;2010-01-01;Ativo;1998-11-13;Brasil;Brasil;Serviços Transporte e Logística;Serviços de Transporte Ferroviário de Cargas;Fase Operacional;1998-11-13;Privado;1998-11-13;31;12;;www.mrs.com.br
01.468.594/0001-22;2022-01-01;1;111683;LG Informática S.A.;;LG Informática Ltda.;1985-08-08;025666;2021-04-06;Categoria A;;Ativo;2021-04-06;Brasil;Brasil;Comunicação e Informática;Licenciamento/cessão de direito de uso de programas de computador.;Fase Operacional;1985-08-08;Privado;2022-02-08;31;12;;https://www.lg.com.br/
01.543.032/0001-04;2022-01-01;1;113811;CELG DISTRIBUICAO S.A. - CELG D;2006-07-23;Companhia Energética de Goiás;1956-02-16;025577;2021-02-12;Categoria B;2021-02-12;Ativo;2021-02-12;Brasil;Brasil;Energia Elétrica;;Fase Operacional;;Privado;2021-02-12;31;12;;https://www.enel.com.br/pt-goias.html
01.545.826/0001-07;2022-01-01;3;120683;GAFISA S.A.;1997-12-16;Inhauma participações s.a;1996-11-12;016101;1997-02-21;Categoria A;2010-01-01;Ativo;1997-02-21;Brasil;Brasil;Construção Civil, Mat. Constr. e Decoração;;Fase Operacional;1997-02-21;Estrangeiro;2000-12-31;31;12;2019-04-23;www.gafisa.com.br
01.547.749/0001-16;2022-01-01;1;114185;521 PARTICIPACOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL;2020-08-25;521 PARTICIPAÇÕES S.A.;1996-07-30;016330;1997-07-11;Categoria B;2011-04-28;Ativo;1997-07-11;Brasil;Brasil;Emp. Adm. Part. - Energia Elétrica;Participação direta ou indireta em outras sociedades, empreendimentos e consórcios, como acionistas, sócia, quotista ou consorciada.;Em Liquidação Extrajudicial;2015-04-30;Privado;1998-04-07;31;12;;
01.548.981/0001-79;2022-01-01;3;118606;INVESTIMENTOS BEMGE S.A.;;Financeira Bemge S.A. Crédito, Financiamento e Investimento;1964-03-05;006041;1977-07-20;Categoria A;2010-01-01;Ativo;1977-07-20;Brasil;Brasil;Bancos;Investimentos;Fase Operacional;1966-09-27;Privado;2000-07-18;31;12;;www.itau.com.br/relacoes-com-investidores/informacoes-financeiras/investimentos-bemge
01.599.101/0001-93;2022-01-01;1;116252;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2016-12-29;Sequoia Logística e Transportes Ltda.;1996-12-05;025160;2020-10-05;Categoria A;2020-10-05;Ativo;2020-10-05;Brasil;Brasil;Serviços Transporte e Logística;Logística,transporte rodoviário de cargas em geral, municipal, intermunicipal, estadual e interestadual, serviços de entrega rápida e carga e descarga, dentre outros.;Fase Operacional;2020-10-05;Privado;2021-12-09;31;12;;https://ri.sequoialog.com.br
01.616.929/0001-02;2022-01-01;1;111328;SANEAMENTO DE GOIAS SA;;;1967-09-13;019186;2001-12-11;Categoria B;;Ativo;2001-12-11;Brasil;Brasil;Saneamento, Serv. Água e Gás;Prestar serviços de Saneamento Básico: abastecimento de água, esgotamento sanitário, limpeza urbana, drenagem urbana, manejos de resíduos sólidos e de águas pluviais, e proteção dos recursos hídricos.;Fase Operacional;2001-12-11;Estatal;;31;12;;www.saneago.com.br
01.838.723/0001-27;2022-01-01;1;113816;BRF S.A.;2012-12-31;BRF - BRASIL FOODS S.A.;1934-08-18;016292;1997-06-24;Categoria A;2010-01-01;Ativo;1997-06-24;Brasil;Brasil;Emp. Adm. Part. - Alimentos;Holding Operacional;Fase Operacional;2001-03-31;Privado;1998-04-07;31;12;2010-12-31;www.brf-global.com
01.851.771/0001-55;2022-01-01;2;114435;524 PARTICIPACOES S.A.;;;1997-04-02;016284;1997-05-30;Categoria A;2010-01-01;Ativo;1997-05-30;Brasil;Brasil;Emp. Adm. Part. - Sem Setor Principal;Holding - participação em outras sociedades;Fase Operacional;1997-05-30;Privado;2001-03-31;31;12;1997-04-02;http://www.524participacoes.com.br/home/index.aspx
01.896.779/0001-38;2022-01-01;5;120619;CSU DIGITAL S.A.;2022-08-29;CSU CARDSYSTEM S.A.;1997-04-18;020044;2006-04-25;Categoria A;2010-01-01;Ativo;2006-04-25;Brasil;Brasil;Emp. Adm. Part. - Sem Setor Principal;Terceirização em administração e processamento de meios eletrônicos de pagamento, gestão em terceirização de contact center, desenvolvimento e gestão operacional de programas de fidelidade e incentivo;Fase Operacional;2006-04-25;Privado;2006-02-22;31;12;;www.csu.com.br
01.917.818/0001-36;2022-01-01;2;121264;LIGHT ENERGIA S.A.;2005-11-30;Light Energy S.A;1997-06-23;023000;2013-01-11;Categoria B;2013-01-11;Ativo;2013-01-11;Brasil;Brasil;Energia Elétrica;;Fase Operacional;2013-01-11;Estatal Holding;2006-01-13;31;12;;
01.938.783/0001-11;2022-01-01;2;121121;CIA PARTICIPACOES ALIANCA DA BAHIA;;;1997-05-14;018708;2000-07-26;Categoria A;2010-01-01;Ativo;2000-07-26;Brasil;Brasil;Emp. Adm. Part. - Sem Setor Principal;Participações em outras sociedades, na qualidade de sócia e/ou quotista e administração de bnes próprios;Fase Operacional;2000-07-26;Privado Holding;2000-07-26;31;12;;http://www.aliancaparticipacoes.com.br
01.957.772/0001-89;2022-01-01;1;115771;SUL 116 PARTICIPACOES S.A.;2005-02-10;OPPORTUNITY SUL 116;1997-06-05;016438;1997-09-03;Categoria A;2010-01-01;Ativo;1997-09-03;Brasil;Brasil;Emp. Adm. Part. - Telecomunicações;Participação em outras sociedades, comerciais ou civis, nacionais ou estrangeiras, como sócia, acionista ou quotista e a participação, como quotista, em fundos de investimento.;Fase Operacional;1997-09-03;Privado Holding;2001-03-31;31;12;2021-12-31;http://sul116participacoes.mzweb.com.br
01.968.293/0001-68;2022-01-01;2;118523;Eletroriver S.A.;1998-04-27;Eletroriver Ltda.;1997-05-28;026891;2022-07-14;Categoria B;2022-07-14;Ativo;2022-07-14;Brasil;Brasil;Emp. Adm. Part. - Energia Elétrica;Geração, distribuição e comercialização de energia elétrica, participação em empreendimentos privados de geração e distribuição de energia elétrica, deles se tornando ou não sócia, controladora ou não;Fase Operacional;2022-07-14;Privado Holding;2011-07-11;31;12;;www.eletroriver.com.br
01.989.044/0001-59;2022-01-01;2;115081;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;;;1997-06-16;016551;1997-10-30;Categoria B;2013-07-19;Ativo;1997-10-31;Brasil;Brasil;Hospedagem e Turismo;HOTELARIA E TURISMO;Fase Pré-Operacional;1997-10-31;Privado;1998-04-07;31;12;;
02.016.440/0001-62;2022-01-01;4;122818;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;;AES SUL DISTRIB. GAÚCHA DE ENERGIA S.A.;1997-07-28;016527;1997-10-13;Categoria B;2010-01-01;Ativo;1997-10-13;Brasil;Brasil;Energia Elétrica;Distribuição de Energia Elétrica;Fase Operacional;1997-10-13;Privado;2001-03-31;31;12;;www.rge-rs.com.br
02.041.460/0001-93;2022-01-01;2;122183;V. Tal - Rede Neutra de Telecomunicações S.A.;2022-06-30;Brasil Telecom Comunicação Multimídia S.A.;1997-06-14;027022;2022-11-11;Categoria B;2022-11-11;Ativo;2022-11-11;Brasil;Brasil;Telecomunicações;O desenvolvimento, a construção e a operação de redes de telecomunicações e o fornecimento de serviços de telecomunicações e de valor adicionado.;Fase Operacional;2022-11-11;Privado;;31;12;;ri.vtal.com
02.062.747/0001-08;2022-01-01;2;114443;SUDESTE S.A.;;Opportunity Sudeste S.A.;1997-07-22;016586;1997-11-10;Categoria A;2010-01-01;Ativo;1997-11-10;Brasil;Brasil;Emp. Adm. Part. - Sem Setor Principal;Participação em outras sociedades.;Fase Operacional;2003-08-31;Privado;2000-11-30;31;12;2009-05-08;http://www.sudestenet.com.br/home/index.aspx
02.105.040/0001-23;2022-01-01;1;114702;VIRGO II COMPANHIA DE SECURITIZACAO;2021-06-14;CIBRASEC COMPANHIA BRASILEIRA DE SECURITIZAÇÃO;1997-07-31;018287;1999-05-31;Categoria B;2012-05-22;Ativo;1999-05-31;Brasil;Brasil;Securitização de Recebíveis;Consiste em um processo financeiro estruturado através do qual créditos são adquiridos, permitindo a emissão de valores mobiliários (CRI ou CRA) a serem negociados no mercado financeiro e de capitais.;Fase Operacional;1999-05-31;Privado;1999-05-31;31;12;;http://www.virgo.inc
02.117.801/0001-67;2022-01-01;2;122684;BONAIRE PARTICIPACOES S.A. - EM LIQUIDAÇÃO;2020-08-25;BONAIRE PARTICIPAÇÕES S.A.;1997-08-29;016560;1997-11-03;Categoria A;2010-01-01;Ativo;1997-11-03;Brasil;Brasil;Emp. Adm. Part. - Energia Elétrica;;Em Liquidação Extrajudicial;2000-12-31;Privado;1998-04-07;31;12;;www.bonairebrasil.com.br
02.149.205/0001-69;2022-01-01;2;112089;PORTO SEGURO S.A.;;;1997-09-22;016659;1997-11-28;Categoria A;;Ativo;1997-11-28;Brasil;Brasil;Seguradoras e Corretoras;Gestão de Participações Societárias (holding);Fase Operacional;1997-11-28;Privado;2001-03-31;31;12;;www.portoseguro.com.br
02.162.616/0001-94;2022-01-01;3;118308;UPTICK PARTICIPACOES S.A.;;;1997-09-08;016624;1997-11-19;Categoria A;2010-01-01;Ativo;1997-11-19;Brasil;Brasil;Emp. Adm. Part. - Energia Elétrica;;Fase Operacional;2000-12-31;Privado;1998-04-07;31;12;;www.uptickbrasil.com.br
02.193.750/0001-52;2022-01-01;1;116400;DEXXOS PARTICIPAÇÕES S.A.;2021-06-08;GPC PARTICIPAÇÕES S.A.;1997-10-01;016632;1997-11-20;Categoria A;2010-01-01;Ativo;1997-11-21;Brasil;Brasil;Emp. Adm. Part. - Petroquímicos e Borracha;Holding de instituições não-financeiras;Fase Operacional;2020-11-12;Privado;1998-04-07;31;12;2020-12-31;www.dexxos.com.br
02.201.787/0001-85;2022-01-01;1;115846;CEL PARTICIPAÇÕES S.A. - CELPAR;;;1997-09-10;016675;1997-12-01;Categoria B;2010-01-01;Ativo;1997-12-02;Brasil;Brasil;Emp. Adm. Part. - Educação;PARTICIPAÇAO EM INSTITUIÇÃO DE EDUCAÇAO - LICEU FRANCO BRASILEIRO SA;Fase Operacional;2000-12-31;Privado;1998-04-07;31;12;;
02.217.319/0001-07;2022-01-01;1;118363;YBYRÁ S.A.;2021-04-16;Alef S.A.;1997-10-06;016705;1997-12-08;Categoria A;2010-01-01;Ativo;1997-12-08;Brasil;Brasil;Emp. Adm. Part. - Sem Setor Principal;Holding - participação em outras sociedades;Fase Operacional;2003-03-31;Privado;2001-03-31;31;12;1997-10-06;https://ybyracapital.com.br/ri/
02.255.187/0001-08;2022-01-01;2;120820;Unifique Telecomunicações S.A.;2018-05-04;TPA Telecomunicações Ltda.;1997-11-05;026050;2021-07-23;Categoria A;2021-07-23;Ativo;2021-07-23;Brasil;Brasil;Emp. Adm. Part. - Telecomunicações;Serviços de comunicação multimídia - SCM, instalação e manutenção elétrica e serviços de telefonia fixa comutada - STFC;Fase Operacional;1997-11-05;Privado;2020-03-31;31;12;2020-12-31;http://ri.unifique.com.br
02.258.422/0001-97;2022-01-01;2;116103;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;;;1997-10-31;017868;1998-10-23;Categoria A;2010-01-01;Ativo;1998-10-23;Brasil;Brasil;Máquinas, Equipamentos, Veículos e Peças;Fabricação máquinas e equipamentos de distribuição de energia elétrica, transporte e elevação de cargas, saneamento e outros, comércio de maquinas de uso industrial e serviços de engenharia.;Em Recuperação Judicial ou Equivalente;2014-09-15;Privado;2000-12-31;31;12;;www.inepar.com.br
02.281.836/0001-37;2022-01-01;2;118773;TRANSNORDESTINA LOGISTICA SA;;COMPANHIA FERROVIÁRIA DO NORDESTE - CFN;1997-11-27;020443;2007-01-11;Categoria B;2010-01-01;Ativo;2007-01-11;Brasil;Brasil;Serviços Transporte e Logística;Transporte ferroviário de cargas.;Fase Operacional;2007-01-11;Privado;2006-09-12;31;12;2021-12-31;www.tlsa.com.br
02.286.479/0001-08;2022-01-01;1;114782;Localiza Fleet S.A.;;Total Fleet S.A.;1997-12-15;024813;2019-10-10;Categoria B;2019-10-10;Ativo;2019-10-10;Brasil;Brasil;Serviços Transporte e Logística;Gestão de frotas;Fase Operacional;1997-12-15;Privado Holding;1997-12-30;31;12;;https://frotas.localiza.com/
02.291.077/0001-93;2022-01-01;2;114111;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;;;1997-12-10;019232;2002-02-07;Categoria A;2010-01-01;Ativo;2002-02-07;Brasil;Brasil;Energia Elétrica;GERAÇÃO DE ENERGIA ELÉTRICA;Fase Operacional;2002-02-07;Privado;2001-10-29;31;12;;www.promanmt.com.br
02.302.100/0001-06;2022-01-01;2;120343;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;;BANDEIRANTE ENERGIA S.A.;1997-12-22;016985;1998-03-27;Categoria B;2010-01-01;Ativo;1998-03-27;Brasil;Brasil;Energia Elétrica;Distribuição de energia elétrica;Fase Operacional;1998-03-27;Privado;2001-03-31;31;12;1998-01-01;www.edpbr.com.br
