CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
00.001.180/0001-26;2022-01-01;5;AXIA ENERGIA S.A.;002437;FCA;120739;2022-09-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120739
00.001.180/0001-26;2022-01-01;6;AXIA ENERGIA S.A.;002437;FCA;121023;2022-10-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121023
00.001.180/0001-26;2022-01-01;7;AXIA ENERGIA S.A.;002437;FCA;121860;2022-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121860
00.001.180/0001-26;2022-01-01;8;AXIA ENERGIA S.A.;002437;FCA;122655;2022-12-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=122655
00.070.698/0001-11;2022-01-01;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FCA;111358;2022-01-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=111358
00.070.698/0001-11;2022-01-01;2;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FCA;111545;2022-02-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=111545
00.070.698/0001-11;2022-01-01;3;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FCA;112253;2022-03-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=112253
00.070.698/0001-11;2022-01-01;4;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FCA;112983;2022-03-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=112983
00.070.698/0001-11;2022-01-01;5;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FCA;120544;2022-09-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120544
00.070.698/0001-11;2022-01-01;6;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FCA;120830;2022-10-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120830
00.080.671/0001-00;2022-01-01;1;CARAMURU ALIMENTOS S.A.;026190;FCA;116615;2022-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=116615
00.185.475/0001-08;2022-01-01;1;PARCOM PARTICIPACOES S.A. - EM LIQUIDAÇÃO;014680;FCA;111829;2022-02-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=111829
00.192.769/0001-59;2022-01-01;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;FCA;111365;2022-01-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=111365
00.192.769/0001-59;2022-01-01;2;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;FCA;115549;2022-05-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=115549
00.194.724/0001-13;2022-01-01;1;AUREN OPERAÇÕES S.A.;026174;FCA;116190;2022-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=116190
00.242.184/0001-04;2022-01-01;1;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;026069;FCA;114772;2022-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=114772
00.242.184/0001-04;2022-01-01;2;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;026069;FCA;116200;2022-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=116200
00.249.786/0001-85;2022-01-01;1;FORPART S.A. - EM LIQUIDAÇÃO;014796;FCA;111826;2022-02-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=111826
00.272.185/0001-93;2022-01-01;1;CIMS S.A.;014818;FCA;116275;2022-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=116275
00.336.701/0001-04;2022-01-01;1;TELEC BRASILEIRAS S.A. TELEBRAS;011258;FCA;114019;2022-04-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=114019
00.359.742/0001-08;2022-01-01;1;FASA S.A. - EM RECUPERAÇÃO JUDICIAL;015423;FCA;112338;2022-03-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=112338
00.359.742/0001-08;2022-01-01;2;FASA S.A. - EM RECUPERAÇÃO JUDICIAL;015423;FCA;113890;2022-04-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=113890
00.383.281/0001-09;2022-01-01;1;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;FCA;111687;2022-02-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=111687
00.389.481/0001-79;2022-01-01;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;FCA;113002;2022-03-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=113002
00.389.481/0001-79;2022-01-01;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;FCA;120551;2022-09-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120551
00.416.968/0001-01;2022-01-01;1;BANCO INTER S.A.;024406;FCA;112152;2022-03-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=112152
00.545.378/0001-70;2022-01-01;1;SERRA AZUL WATER PARK SA;014966;FCA;114063;2022-04-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=114063
00.545.378/0001-70;2022-01-01;2;SERRA AZUL WATER PARK SA;014966;FCA;128996;2023-07-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=128996
00.622.416/0001-41;2022-01-01;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;FCA;114731;2022-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=114731
00.644.907/0001-93;2022-01-01;1;INVESTCO S.A.;018589;FCA;112919;2022-03-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=112919
00.743.065/0001-27;2022-01-01;1;LITEL PARTICIPACOES S.A.;015091;FCA;112794;2022-03-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=112794
00.743.065/0001-27;2022-01-01;2;LITEL PARTICIPACOES S.A.;015091;FCA;114168;2022-05-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=114168
00.776.574/0001-56;2022-01-01;1;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FCA;116503;2022-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=116503
00.776.574/0001-56;2022-01-01;2;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FCA;118812;2022-07-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=118812
00.864.214/0001-06;2022-01-01;1;ENERGISA S.A.;015253;FCA;116320;2022-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=116320
00.864.214/0001-06;2022-01-01;2;ENERGISA S.A.;015253;FCA;120245;2022-08-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120245
00.864.214/0001-06;2022-01-01;3;ENERGISA S.A.;015253;FCA;120455;2022-09-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120455
00.897.864/0001-58;2022-01-01;1;SANTA CATARINA PART INVEST SA;015199;FCA;112990;2022-03-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=112990
00.924.429/0001-75;2022-01-01;1;FERROVIA CENTRO-ATLANTICA S.A.;015369;FCA;112214;2022-03-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=112214
00.924.429/0001-75;2022-01-01;2;FERROVIA CENTRO-ATLANTICA S.A.;015369;FCA;117041;2022-06-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=117041
00.938.574/0001-05;2022-01-01;1;CONC RIO-TERESOPOLIS S.A.;019208;FCA;116109;2022-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=116109
00.938.574/0001-05;2022-01-01;2;CONC RIO-TERESOPOLIS S.A.;019208;FCA;120769;2022-09-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120769
00.938.574/0001-05;2022-01-01;3;CONC RIO-TERESOPOLIS S.A.;019208;FCA;120777;2022-09-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120777
00.974.211/0001-25;2022-01-01;1;LINHA AMARELA S.A. - LAMSA;024937;FCA;112113;2022-02-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=112113
00.974.211/0001-25;2022-01-01;2;LINHA AMARELA S.A. - LAMSA;024937;FCA;114059;2022-04-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=114059
00.979.969/0001-56;2022-01-01;1;CAIXA ADM DIV PUB ESTADUAL SA;015717;FCA;113660;2022-04-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=113660
01.027.058/0001-91;2022-01-01;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;021733;FCA;111174;2022-01-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=111174
01.027.058/0001-91;2022-01-01;2;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;021733;FCA;115665;2022-05-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=115665
01.027.058/0001-91;2022-01-01;3;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;021733;FCA;120706;2022-09-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120706
01.083.200/0001-18;2022-01-01;1;NEOENERGIA S.A.;015539;FCA;112386;2022-03-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=112386
01.104.937/0001-70;2022-01-01;1;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;015784;FCA;113735;2022-04-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=113735
01.104.937/0001-70;2022-01-01;2;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;015784;FCA;119706;2022-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119706
01.107.327/0001-20;2022-01-01;1;BBM LOGÍSTICA S.A.;024660;FCA;116387;2022-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=116387
01.107.327/0001-20;2022-01-01;2;BBM LOGÍSTICA S.A.;024660;FCA;120152;2022-08-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120152
01.107.327/0001-20;2022-01-01;3;BBM LOGÍSTICA S.A.;024660;FCA;120182;2022-08-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120182
01.258.944/0001-26;2022-01-01;1;RUMO MALHA SUL S.A.;015709;FCA;111069;2022-01-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=111069
01.258.944/0001-26;2022-01-01;2;RUMO MALHA SUL S.A.;015709;FCA;112768;2022-03-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=112768
01.258.944/0001-26;2022-01-01;3;RUMO MALHA SUL S.A.;015709;FCA;116610;2022-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=116610
01.258.944/0001-26;2022-01-01;4;RUMO MALHA SUL S.A.;015709;FCA;119237;2022-08-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119237
01.319.044/0001-41;2022-01-01;1;WTC AMAZONAS SUITE HOTEL S.A.;015741;FCA;113256;2022-03-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=113256
01.319.044/0001-41;2022-01-01;2;WTC AMAZONAS SUITE HOTEL S.A.;015741;FCA;114458;2022-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=114458
01.417.222/0001-77;2022-01-01;1;MRS LOGISTICA S.A.;017949;FCA;111622;2022-02-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=111622
01.417.222/0001-77;2022-01-01;2;MRS LOGISTICA S.A.;017949;FCA;112846;2022-03-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=112846
01.468.594/0001-22;2022-01-01;1;LG INFORMÁTICA S.A.;025666;FCA;111683;2022-02-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=111683
01.543.032/0001-04;2022-01-01;1;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;025577;FCA;113811;2022-04-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=113811
01.545.826/0001-07;2022-01-01;1;GAFISA S.A.;016101;FCA;116679;2022-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=116679
01.545.826/0001-07;2022-01-01;2;GAFISA S.A.;016101;FCA;120242;2022-08-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120242
01.545.826/0001-07;2022-01-01;3;GAFISA S.A.;016101;FCA;120683;2022-09-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120683
01.547.749/0001-16;2022-01-01;1;521 PARTICIPACOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL;016330;FCA;114185;2022-05-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=114185
01.548.981/0001-79;2022-01-01;1;INVESTIMENTOS BEMGE S.A.;006041;FCA;111204;2022-01-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=111204
01.548.981/0001-79;2022-01-01;2;INVESTIMENTOS BEMGE S.A.;006041;FCA;111536;2022-02-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=111536
01.548.981/0001-79;2022-01-01;3;INVESTIMENTOS BEMGE S.A.;006041;FCA;118606;2022-07-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=118606
01.599.101/0001-93;2022-01-01;1;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;025160;FCA;116252;2022-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=116252
01.616.929/0001-02;2022-01-01;1;SANEAMENTO DE GOIAS SA;019186;FCA;111328;2022-01-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=111328
01.838.723/0001-27;2022-01-01;1;BRF S.A.;016292;FCA;113816;2022-04-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=113816
01.851.771/0001-55;2022-01-01;1;524 PARTICIPACOES S.A.;016284;FCA;111824;2022-02-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=111824
01.851.771/0001-55;2022-01-01;2;524 PARTICIPACOES S.A.;016284;FCA;114435;2022-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=114435
01.896.779/0001-38;2022-01-01;1;CSU DIGITAL S.A.;020044;FCA;111332;2022-01-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=111332
01.896.779/0001-38;2022-01-01;2;CSU DIGITAL S.A.;020044;FCA;112269;2022-03-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=112269
01.896.779/0001-38;2022-01-01;3;CSU DIGITAL S.A.;020044;FCA;117109;2022-06-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=117109
01.896.779/0001-38;2022-01-01;4;CSU DIGITAL S.A.;020044;FCA;120488;2022-09-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120488
01.896.779/0001-38;2022-01-01;5;CSU DIGITAL S.A.;020044;FCA;120619;2022-09-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120619
01.917.818/0001-36;2022-01-01;1;LIGHT ENERGIA S.A.;023000;FCA;116662;2022-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=116662
01.917.818/0001-36;2022-01-01;2;LIGHT ENERGIA S.A.;023000;FCA;121264;2022-10-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121264
01.938.783/0001-11;2022-01-01;1;CIA PARTICIPACOES ALIANCA DA BAHIA;018708;FCA;118248;2022-07-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=118248
01.938.783/0001-11;2022-01-01;2;CIA PARTICIPACOES ALIANCA DA BAHIA;018708;FCA;121121;2022-10-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121121
01.957.772/0001-89;2022-01-01;1;SUL 116 PARTICIPAÇÕES S.A. - EM LIQUIDAÇÃO;016438;FCA;115771;2022-05-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=115771
01.968.293/0001-68;2022-01-01;1;ELETRORIVER S.A.;026891;FCA;113958;2022-04-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=113958
01.968.293/0001-68;2022-01-01;2;ELETRORIVER S.A.;026891;FCA;118523;2022-07-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=118523
01.989.044/0001-59;2022-01-01;1;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;016551;FCA;113258;2022-03-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=113258
01.989.044/0001-59;2022-01-01;2;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;016551;FCA;115081;2022-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=115081
02.016.440/0001-62;2022-01-01;1;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;016527;FCA;112258;2022-03-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=112258
02.016.440/0001-62;2022-01-01;2;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;016527;FCA;113771;2022-04-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=113771
02.016.440/0001-62;2022-01-01;3;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;016527;FCA;114061;2022-04-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=114061
02.016.440/0001-62;2022-01-01;4;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;016527;FCA;122818;2022-12-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=122818
02.041.460/0001-93;2022-01-01;1;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;027022;FCA;120313;2022-08-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120313
02.041.460/0001-93;2022-01-01;2;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;027022;FCA;122183;2022-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=122183
02.062.747/0001-08;2022-01-01;1;SUDESTE S.A.;016586;FCA;111828;2022-02-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=111828
