CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Valor_Mobiliario;Sigla_Classe_Acao_Preferencial;Classe_Acao_Preferencial;Codigo_Negociacao;Composicao_BDR_Unit;Mercado;Sigla_Entidade_Administradora;Entidade_Administradora;Data_Inicio_Negociacao;Data_Fim_Negociacao;Segmento;Data_Inicio_Listagem;Data_Fim_Listagem
00.644.907/0001-93;2016-01-01;2;61474;INVESTCO S/A;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2000-02-04;;Nível 2 de Governança Corporativa;2000-02-04;
00.743.065/0001-27;2016-01-01;1;53967;LITEL PARTICIPACOES SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2000-10-18;;;2000-10-18;
00.776.574/0001-56;2016-01-01;3;56526;B2W - COMPANHIA DIGITAL;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2007-08-08;;Nível 1 de Governança Corporativa;2007-08-08;
00.864.214/0001-06;2016-01-01;3;58550;ENERGISA SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2016-07-28;;Bovespa Mais N2;2016-07-28;
00.864.214/0001-06;2016-01-01;3;58550;ENERGISA SA;Bônus de Subscrição;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2016-07-28;;;2016-07-28;
00.864.214/0001-06;2016-01-01;3;58550;ENERGISA SA;Debêntures;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2010-10-15;;;2010-10-15;
00.866.577/0001-80;2016-01-01;2;56989;SAUIPE SA;Ações Ordinárias;;;;;;;;;;;;
00.897.864/0001-58;2016-01-01;2;103036;SANTA CATARINA PART INVEST SA;Debêntures;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1995-12-14;1995-12-14;;1995-12-14;1995-12-14
00.924.429/0001-75;2016-01-01;1;52703;FERROVIA CENTRO ATLANTICA SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1996-02-14;;Nível 2 de Governança Corporativa;1996-02-14;
00.924.432/0001-99;2016-01-01;5;60060;HOPI HARI SA;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;1997-03-10;;;1997-03-10;
00.938.574/0001-05;2016-01-01;2;55460;CONCESSIONARIA RIO-TERESOPOLIS SA;Debêntures Conversíveis;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2001-12-26;;;2001-12-26;
00.994.533/0001-36;2016-01-01;4;61396;COMERCIAL QUINTELLA COM EXP SA EM LIQUIDAÇÃO;Debêntures;;;;;Balcão Não-Organizado;;;;;;2016-11-30;2016-12-01
01.027.058/0001-91;2016-01-01;3;60029;CIELO S.A.;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2009-06-29;;Nível 1 de Governança Corporativa;2009-06-29;
01.083.200/0001-18;2016-01-01;3;57931;NEOENERGIA S.A;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1996-06-21;;Nível 2 de Governança Corporativa;1996-08-08;
01.104.937/0001-70;2016-01-01;1;54768;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1996-09-30;;Nível 2 de Governança Corporativa;1996-09-30;
01.258.943/0001-81;2016-01-01;1;54325;ITAITINGA PARTICIPACOES SA;Ações Ordinárias;;;;;;;;;;;;
01.258.944/0001-26;2016-01-01;1;54425;ALL - AMÉRICA LATINA LOGÍSTICA MALHA SUL S.A.;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2000-02-09;;;2000-02-09;
01.258.945/0001-70;2016-01-01;1;54317;GRUÇAI PARTICIPAÇÕES SA;Ações Ordinárias;;;;;;;;;;;;
01.417.222/0001-77;2016-01-01;2;56643;MRS LOGÍSTICA S/A;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-12-18;;;1998-12-18;
01.417.222/0001-77;2016-01-01;2;56643;MRS LOGÍSTICA S/A;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2000-10-11;;;2000-10-11;
01.545.826/0001-07;2016-01-01;1;52937;GAFISA SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2008-04-01;;Nível 1 de Governança Corporativa;2006-02-17;
01.545.826/0001-07;2016-01-01;1;52937;GAFISA SA;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2008-05-05;;;2008-05-05;
01.548.981/0001-79;2016-01-01;1;53115;INVESTIMENTOS BEMGE S.A.;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1977-07-20;;Nível 2 de Governança Corporativa;1977-07-20;
01.608.571/0001-76;2016-01-01;2;57942;BELAPART SA;Ações Ordinárias;;;;;Balcão Não-Organizado;;;;;;1998-04-23;
01.616.929/0001-02;2016-01-01;5;59562;SANEAMENTO DE GOIAS SA;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2015-08-07;;;2015-08-07;
01.838.723/0001-27;2016-01-01;4;58150;BRF SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2006-02-17;;Nível 1 de Governança Corporativa;2006-02-17;
01.851.771/0001-55;2016-01-01;4;58012;524 PARTICIPAÇOES SA;Ações Ordinárias;;;;;Balcão Não-Organizado;;;;;;1997-05-30;
01.896.779/0001-38;2016-01-01;2;55073;CSU CARDSYSTEM S/A;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2006-05-02;;Nível 1 de Governança Corporativa;2006-05-02;
01.917.705/0001-30;2016-01-01;3;55085;AES ELPA SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2002-11-06;;Nível 2 de Governança Corporativa;2002-11-06;
01.938.783/0001-11;2016-01-01;2;55795;CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2000-07-26;;Nível 2 de Governança Corporativa;2000-07-26;
01.957.772/0001-89;2016-01-01;1;53912;SUL 116 PARTICIPAÇÕES S.A.;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-02-20;;;1997-09-03;
01.971.614/0001-83;2016-01-01;2;59882;EMP.NAC.C., RÉDITO E PART. S.A. ENCORPAR;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1997-10-07;;Nível 2 de Governança Corporativa;1997-10-07;
02.016.439/0001-38;2016-01-01;1;53411;RIO GRANDE ENERGIA SA;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2005-05-10;;;2005-05-10;
02.062.747/0001-08;2016-01-01;2;57944;SUDESTE SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1997-11-26;;;1997-11-26;
02.084.220/0001-76;2016-01-01;3;60262;Numeral 80 Participações S.A.;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2007-10-24;;Nível 2 de Governança Corporativa;2007-10-24;
02.105.040/0001-23;2016-01-01;3;55581;CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO;Certificados de Recebíveis Imobiliários;;;;;Balcão Organizado;CETIP;CETIP;1999-11-23;;;1999-11-23;
02.117.801/0001-67;2016-01-01;1;53968;BONAIRE PARTICIPAÇOES SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2000-10-18;;;2000-10-18;
02.149.205/0001-69;2016-01-01;1;53159;PORTO SEGURO SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2004-10-27;;Nível 1 de Governança Corporativa;2004-10-27;
02.162.616/0001-94;2016-01-01;2;61203;UPTICK PARTICIPACOES SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2000-10-18;;;2000-10-18;
02.193.750/0001-52;2016-01-01;1;53671;GPC PARTICIPACOES SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1997-11-20;;Nível 2 de Governança Corporativa;1997-11-20;
02.217.319/0001-07;2016-01-01;2;57945;ALEF SA;Ações Ordinárias;;;;;Balcão Não-Organizado;;;;;;1997-12-08;
02.258.422/0001-97;2016-01-01;4;59457;INEPAR EQUIPAMENTOS E MONTAGENS S.A.-EM RECUPERAÇÃO JUDICIAL;Ações Ordinárias;;;;;;;;1998-10-23;2004-04-26;;;
02.291.077/0001-93;2016-01-01;8;60506;PRODUTORES ENERGETICOS DE MANSO SA;Debêntures Conversíveis;;;;;Balcão Organizado;CETIP;CETIP;2002-02-07;;;2002-02-07;
02.302.100/0001-06;2016-01-01;2;58235;BANDEIRANTE ENERGIA S/A;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2014-04-30;;;2014-04-30;
02.302.101/0001-42;2016-01-01;1;52689;EMAE-EMP.METROPOLITANA ÁGUAS ENERGIA S.A;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-03-31;;Nível 1 de Governança Corporativa;1998-03-27;
02.318.346/0001-68;2016-01-01;2;57953;OPPORTUNITY ENERGIA E PARTICIPAÇÕES S.A.;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1999-10-22;;;1999-10-22;
02.328.280/0001-97;2016-01-01;3;59497;ELEKTRO REDES S.A.;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-07-08;;Nível 2 de Governança Corporativa;1998-07-08;
02.328.280/0001-97;2016-01-01;3;59497;ELEKTRO REDES S.A.;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2005-10-24;;;2005-10-24;
02.338.534/0001-58;2016-01-01;1;53786;LONGDIS SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-07-22;;;1998-06-30;
02.351.144/0001-18;2016-01-01;1;52778;TEGMA GESTÃO LOGÍSTICA SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2007-08-03;;Nível 1 de Governança Corporativa;2007-08-03;
02.363.917/0001-86;2016-01-01;1;53218;RET PARTICIPAÇÕES S/A;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-06-09;;;1998-05-28;
02.363.918/0001-20;2016-01-01;1;53906;ZAIN PARTICIPAÇÕES S/A;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-06-18;;;1998-06-15;
02.365.069/0001-44;2016-01-01;2;54357;IDEIASNET SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2008-01-15;;Nível 1 de Governança Corporativa;2000-06-08;
02.387.241/0001-60;2016-01-01;7;61079;RUMO S.A.;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2000-11-24;;;2000-11-24;
02.415.408/0001-50;2016-01-01;2;53481;CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA;Debêntures;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2007-07-27;;;2007-07-27;
02.415.408/0001-50;2016-01-01;2;53481;CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA;Nota Comercial;;;;;Balcão Organizado;CETIP;CETIP;2013-10-11;;;2013-10-11;
02.429.144/0001-93;2016-01-01;1;54171;CPFL ENERGIA SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2004-09-29;;Nível 1 de Governança Corporativa;2004-09-29;
02.429.144/0001-93;2016-01-01;1;54171;CPFL ENERGIA SA;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2000-05-19;;;2000-05-18;
02.451.848/0001-62;2016-01-01;5;53642;CONCESSIONÁRIA SO SISTEMA ANHANGUERA BANDEIRANTES S/A;Debêntures;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2006-08-01;;;2006-08-01;
02.451.848/0001-62;2016-01-01;5;53642;CONCESSIONÁRIA SO SISTEMA ANHANGUERA BANDEIRANTES S/A;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2006-08-01;;;2006-08-01;
02.465.783/0001-04;2016-01-01;1;53909;FUTURETEL SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-07-02;;;1998-07-02;
02.474.103/0001-19;2016-01-01;3;60436;ENGIE BRASIL ENERGIA S.A.;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2005-11-16;;Nível 1 de Governança Corporativa;1998-05-28;
02.474.103/0001-19;2016-01-01;3;60436;ENGIE BRASIL ENERGIA S.A.;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2014-12-15;;;2014-12-15;
02.476.710/0001-18;2016-01-01;1;53783;TELINVEST SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-06-18;;;1998-06-18;
02.509.186/0001-34;2016-01-01;1;53627;TRIÂNGULO DO SOL AUTO-ESTRADAS S/A.;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2013-02-26;;;2013-02-26;
02.509.491/0001-26;2016-01-01;2;57183;CONCESSIONARIA ECOVIAS DOS IMIGRANTES SA;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2013-04-15;;;2013-04-15;
02.535.295/0001-26;2016-01-01;2;54687;MAORI SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-09-23;;;1998-09-23;
02.541.982/0001-54;2016-01-01;2;53277;SOMOS EDUCAÇÃO S.A.;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2014-10-23;;Nível 1 de Governança Corporativa;2011-07-26;
02.558.115/0001-21;2016-01-01;5;58362;TIM PARTICIPAÇÕES SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-09-21;;Nível 1 de Governança Corporativa;1998-09-21;
02.558.157/0001-62;2016-01-01;4;55301;TELEFÔNICA BRASIL S.A.;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-08-19;;Nível 2 de Governança Corporativa;1998-08-19;
02.591.787/0001-39;2016-01-01;1;53784;CAPITALPART PARTICIPAÇÕES SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-07-20;;;1998-07-09;
02.604.860/0001-60;2016-01-01;2;56149;SELECTPART PARTICIPACOES SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-07-22;;;1998-07-20;
02.604.997/0001-14;2016-01-01;1;53907;NEWTEL PARTICIPACOES SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-07-22;;;1998-07-20;
02.643.896/0001-52;2016-01-01;4;55428;REAL AI PIC SEC DE CREDITOS IMOBILIARIO S.A.;Certificados de Recebíveis Imobiliários;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2008-05-20;;;2008-05-20;
02.664.042/0001-52;2016-01-01;2;56627;TERMINAL GARAGEM MENEZES CORTES SA;Ações Ordinárias;;;;;;;;;;;;
02.724.983/0001-34;2016-01-01;2;55945;SANESALTO SANEAMENTO SA;Debêntures;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2005-06-01;;;2005-06-01;
02.762.113/0001-50;2016-01-01;4;61252;BRAZILIAN FINANCE & REAL ESTATE S.A.;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2012-07-16;;Nível 2 de Governança Corporativa;2012-07-16;
02.762.115/0001-49;2016-01-01;4;61338;MMX MINERAÇÃO E METÁLICOS S.A.;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2006-07-24;;Nível 1 de Governança Corporativa;2006-07-24;
02.762.121/0001-04;2016-01-01;3;60263;SANTOS BRASIL PARTICIPAÇÕES S.A.;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2016-08-22;;Nível 1 de Governança Corporativa;2016-08-22;
02.762.124/0001-30;2016-01-01;2;57948;BETAPART PARTICIPAÇÕES SA;Ações Ordinárias;;;;;Balcão Não-Organizado;;;;;;1998-11-06;
02.773.542/0001-22;2016-01-01;4;59910;RB CAPITAL COMPANHIA DE SECURITIZAÇÃO;Certificados de Recebíveis Imobiliários;;;;;Balcão Organizado;CETIP;CETIP;2007-03-17;;;2007-03-17;
02.773.542/0001-22;2016-01-01;4;59910;RB CAPITAL COMPANHIA DE SECURITIZAÇÃO;Certificado de Recebíveis do Agronegócio;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2015-05-27;;;2015-05-27;
02.773.542/0001-22;2016-01-01;4;59910;RB CAPITAL COMPANHIA DE SECURITIZAÇÃO;Certificados de Recebíveis Imobiliários;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2004-03-25;;;2004-03-25;
02.773.542/0001-22;2016-01-01;4;59910;RB CAPITAL COMPANHIA DE SECURITIZAÇÃO;Certificado de Recebíveis do Agronegócio;;;;;Balcão Organizado;CETIP;CETIP;2015-05-27;;;2015-05-27;
02.773.542/0001-22;2016-01-01;4;59910;RB CAPITAL COMPANHIA DE SECURITIZAÇÃO;Certificado de Recebíveis do Agronegócio;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2015-05-27;;;2015-05-27;
02.783.423/0001-50;2016-01-01;1;53774;ALTERE SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;;;;;Balcão Organizado;CETIP;CETIP;2009-03-25;;;2009-03-25;
02.783.423/0001-50;2016-01-01;1;53774;ALTERE SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2003-07-30;;;2003-07-30;
02.796.775/0001-40;2016-01-01;2;57946;GAMA PARTICIPAÇÕES S.A.;Ações Ordinárias;;;;;Balcão Não-Organizado;;;;;;2002-12-31;
02.800.026/0001-40;2016-01-01;2;58598;KROTON EDUCACIONAL S.A.;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2012-11-30;;Nível 1 de Governança Corporativa;2012-11-30;
02.846.056/0001-97;2016-01-01;5;58434;CCR S.A.;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2002-02-01;;Nível 1 de Governança Corporativa;2002-02-01;
02.860.694/0001-62;2016-01-01;2;54527;T4F ENTRETENIMENTO SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2011-04-11;;Nível 1 de Governança Corporativa;2011-04-11;
02.916.265/0001-60;2016-01-01;2;56573;JBS SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2007-03-29;;Nível 1 de Governança Corporativa;2007-03-29;
02.919.555/0001-67;2016-01-01;4;59424;ARTERIS S.A.;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2013-10-07;;;2013-10-04;
02.932.074/0001-91;2016-01-01;1;53324;HYPERMARCAS S/A;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2008-04-17;;Nível 1 de Governança Corporativa;2008-04-17;
02.950.811/0001-89;2016-01-01;7;60959;PDG REALTY SA EMPREENDIMENTOS E PARTS;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2007-01-26;;Nível 1 de Governança Corporativa;2007-01-26;
02.983.428/0001-27;2016-01-01;2;55429;CEMIG TELECOMUNICAÇÕES S.A.;Nota Comercial;;;;;Balcão Organizado;CETIP;CETIP;2015-12-23;;;2015-12-23;
02.992.449/0001-09;2016-01-01;2;57947;PROMPT PARTICIPAÇÕES S.A.;Ações Ordinárias;;;;;Balcão Não-Organizado;;;;;;1999-06-18;
02.998.301/0001-81;2016-01-01;1;54456;DUKE ENERGY INT,GERAÇÃO PARANAPANEMA SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1999-07-26;;Nível 2 de Governança Corporativa;1999-07-26;
02.998.301/0001-81;2016-01-01;1;54456;DUKE ENERGY INT,GERAÇÃO PARANAPANEMA SA;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2008-09-15;;;2008-09-15;
