CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Valor_Mobiliario;Sigla_Classe_Acao_Preferencial;Classe_Acao_Preferencial;Codigo_Negociacao;Composicao_BDR_Unit;Mercado;Sigla_Entidade_Administradora;Entidade_Administradora;Data_Inicio_Negociacao;Data_Fim_Negociacao;Segmento;Data_Inicio_Listagem;Data_Fim_Listagem
00.776.574/0001-56;2015-01-01;2;50255;B2W - COMPANHIA DIGITAL;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2007-08-08;;Nível 1 de Governança Corporativa;2007-08-08;
00.864.214/0001-06;2015-01-01;2;46374;ENERGISA SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1995-12-20;;Nível 2 de Governança Corporativa;1995-12-20;
00.866.577/0001-80;2015-01-01;1;43820;SAUIPE SA;Ações Ordinárias;;;;;;;;;;;;
00.897.864/0001-58;2015-01-01;3;103035;SANTA CATARINA PART INVEST SA;Debêntures;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1995-12-14;1995-12-14;;1995-12-14;1995-12-14
00.924.429/0001-75;2015-01-01;2;50390;FERROVIA CENTRO ATLANTICA SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1996-02-14;;Nível 2 de Governança Corporativa;1996-02-14;
00.924.432/0001-99;2015-01-01;5;51869;HOPI HARI SA;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;1997-03-10;;;1997-03-10;
00.938.574/0001-05;2015-01-01;2;46300;CONCESSIONARIA RIO-TERESOPOLIS SA;Debêntures Conversíveis;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2001-12-26;;;2001-12-26;
00.994.533/0001-36;2015-01-01;4;50993;COMERCIAL QUINTELLA COM EXP SA - Em Liquidação;Debêntures;;;;;Balcão Não-Organizado;;;;;;2015-05-20;2015-05-20
01.027.058/0001-91;2015-01-01;2;51337;Cielo S.A.;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2009-06-29;;Nível 1 de Governança Corporativa;2009-06-29;
01.083.200/0001-18;2015-01-01;6;50671;NEOENERGIA S.A;Ações Ordinárias;;;;;;;;;;;;
01.104.937/0001-70;2015-01-01;3;47575;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1996-09-30;;Nível 2 de Governança Corporativa;1996-09-30;
01.258.943/0001-81;2015-01-01;2;46905;ITAITINGA PARTICIPACOES SA;Ações Ordinárias;;;;;;;;;;;;
01.258.944/0001-26;2015-01-01;3;46725;ALL - AMÉRICA LATINA LOGÍSTICA MALHA SUL S.A.;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2000-02-09;;;2000-02-09;
01.258.945/0001-70;2015-01-01;2;46886;GRUÇAI PARTICIPAÇÕES SA;Ações Ordinárias;;;;;;;;;;;;
01.417.222/0001-77;2015-01-01;2;46783;MRS LOGÍSTICA S/A;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-12-18;;;1998-12-18;
01.417.222/0001-77;2015-01-01;2;46783;MRS LOGÍSTICA S/A;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2000-10-11;;;2000-10-11;
01.545.826/0001-07;2015-01-01;2;48044;GAFISA SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2008-04-01;;Nível 1 de Governança Corporativa;2006-02-17;
01.545.826/0001-07;2015-01-01;2;48044;GAFISA SA;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2008-05-05;;;2008-05-05;
01.548.981/0001-79;2015-01-01;4;47757;INVESTIMENTOS BEMGE S.A.;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1977-07-20;;Nível 2 de Governança Corporativa;1977-07-20;
01.608.571/0001-76;2015-01-01;1;43527;BELAPART SA;Ações Ordinárias;;;;;Balcão Não-Organizado;;;;;;1998-04-23;
01.772.313/0001-20;2015-01-01;1;43552;VALETRON SA;Ações Ordinárias;;;;;Balcão Não-Organizado;;;;;;1997-04-23;
01.838.723/0001-27;2015-01-01;4;52295;BRF - BRASIL FOODS SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2006-02-17;;Nível 1 de Governança Corporativa;2006-01-01;
01.851.771/0001-55;2015-01-01;2;43542;524 PARTICIPAÇOES SA;Ações Ordinárias;;;;;Balcão Não-Organizado;;;;;;1997-05-30;
01.858.774/0001-10;2015-01-01;2;48147;BV LEASING - ARRENDAMENTO MERCANTIL S/A;Debêntures;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2006-06-27;2026-04-20;;2006-06-27;
01.896.779/0001-38;2015-01-01;1;44870;CSU CARDSYSTEM S/A;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2006-05-02;;Nível 1 de Governança Corporativa;2006-05-02;
01.917.705/0001-30;2015-01-01;2;45810;AES ELPA SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2002-11-06;;Nível 2 de Governança Corporativa;2002-11-06;
01.938.783/0001-11;2015-01-01;1;45360;CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2000-07-26;;Nível 2 de Governança Corporativa;2000-07-26;
01.957.772/0001-89;2015-01-01;2;47379;SUL 116 PARTICIPAÇÕES S.A.;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-02-20;;;1997-09-03;
01.971.614/0001-83;2015-01-01;2;47881;EMP.NAC.C., RÉDITO E PART. S.A. ENCORPAR;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1997-10-07;;Nível 2 de Governança Corporativa;1997-10-07;
02.016.439/0001-38;2015-01-01;4;52273;RIO GRANDE ENERGIA SA;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2005-05-10;;;2005-05-10;
02.062.747/0001-08;2015-01-01;1;43533;SUDESTE SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1997-11-26;;;1997-11-26;
02.084.220/0001-76;2015-01-01;1;43567;NUMERAL 80 PARTICIPAÇÕES S.A.;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2006-09-25;;Bovespa Mais N2;2006-09-25;
02.107.946/0001-87;2015-01-01;1;45279;TELEMAR PARTICIPAÇÕES SA;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2000-07-13;;;2000-07-11;
02.107.946/0001-87;2015-01-01;1;45279;TELEMAR PARTICIPAÇÕES SA;Nota Comercial;;;;;Balcão Organizado;CETIP;CETIP;2007-07-18;;;2007-07-17;
02.117.801/0001-67;2015-01-01;5;52262;BONAIRE PARTICIPAÇOES SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2000-10-18;;;2000-10-18;
02.149.205/0001-69;2015-01-01;2;46087;PORTO SEGURO SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2004-10-27;;Nível 1 de Governança Corporativa;2004-10-27;
02.162.616/0001-94;2015-01-01;3;50446;UPTICK PARTICIPACOES SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2000-10-18;;;2000-10-18;
02.193.750/0001-52;2015-01-01;1;44215;GPC PARTICIPACOES SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1997-11-20;;Nível 2 de Governança Corporativa;1997-11-20;
02.217.319/0001-07;2015-01-01;2;46571;ALEF SA;Ações Ordinárias;;;;;Balcão Não-Organizado;;;;;;1997-12-08;
02.258.422/0001-97;2015-01-01;4;49093;INEPAR EQUIPAMENTOS E MONTAGENS S/A-em Recuperação Judicial;Ações Ordinárias;;;;;;;;1998-10-23;2004-04-26;;;
02.286.509/0001-78;2015-01-01;2;44502;SUBESTAÇÃO ELETROMETRÔ S/A;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;1998-09-25;;;1998-09-25;
02.286.509/0001-78;2015-01-01;2;44502;SUBESTAÇÃO ELETROMETRÔ S/A;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;1998-09-25;;;1998-09-25;
02.291.077/0001-93;2015-01-01;6;51390;PRODUTORES ENERGETICOS DE MANSO SA;Debêntures Conversíveis;;;;;Balcão Organizado;CETIP;CETIP;2002-02-07;;;2002-02-07;
02.302.100/0001-06;2015-01-01;2;49468;BANDEIRANTE ENERGIA S/A;Debêntures;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2010-07-01;;;2010-07-01;
02.302.101/0001-42;2015-01-01;3;50448;EMAE-EMP.METROPOLITANA ÁGUAS ENERGIA S.A;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-03-31;;Nível 1 de Governança Corporativa;1998-03-27;
02.312.604/0001-07;2015-01-01;2;45048;DALETH PARTICIPAÇÕES SA - EM LIQUIDAÇÃO;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-06-08;;;1998-03-06;
02.318.346/0001-68;2015-01-01;3;44865;OPPORTUNITY ENERGIA E PARTICIPAÇÕES S.A.;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1999-10-22;;;1999-10-22;
02.328.280/0001-97;2015-01-01;2;47745;ELEKTRO ELETRICIDADE E SERVIÇOS S.A.;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-07-08;;Nível 2 de Governança Corporativa;1998-07-08;
02.328.280/0001-97;2015-01-01;2;47745;ELEKTRO ELETRICIDADE E SERVIÇOS S.A.;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2005-10-24;;;2005-10-24;
02.328.280/0001-97;2015-01-01;2;47745;ELEKTRO ELETRICIDADE E SERVIÇOS S.A.;Debêntures;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2005-10-24;2012-09-12;;2005-10-24;2012-09-12
02.328.280/0001-97;2015-01-01;2;47745;ELEKTRO ELETRICIDADE E SERVIÇOS S.A.;Nota Comercial;;;;;Balcão Organizado;CETIP;CETIP;2009-04-24;2009-10-21;;2009-04-24;2009-10-21
02.335.514/0001-23;2015-01-01;1;47627;FIAGO PARTICIPACOES SA;Ações Ordinárias;;;;;Balcão Não-Organizado;;;;;;2009-07-03;
02.338.534/0001-58;2015-01-01;1;45453;LONGDIS SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-07-22;;;1998-06-30;
02.351.144/0001-18;2015-01-01;3;48866;TEGMA GESTÃO LOGÍSTICA SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2007-08-03;;Nível 1 de Governança Corporativa;2007-08-03;
02.363.917/0001-86;2015-01-01;1;45441;RET PARTICIPAÇÕES S/A;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-06-09;;;1998-05-28;
02.363.918/0001-20;2015-01-01;2;47383;ZAIN PARTICIPAÇÕES S/A;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-06-18;;;1998-06-15;
02.365.069/0001-44;2015-01-01;1;43428;IDEIASNET SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2008-01-15;;Nível 1 de Governança Corporativa;2000-06-08;
02.373.517/0001-51;2015-01-01;2;46950;Libra Terminal Rio S.A.;Debêntures;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2014-07-14;;;2014-07-14;
02.373.517/0001-51;2015-01-01;2;46950;Libra Terminal Rio S.A.;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2014-07-14;;;2014-07-14;
02.382.073/0001-10;2015-01-01;1;43603;Prolagos S.A. - Concessionária de Serviços de Água e Esgoto;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2011-05-30;;;2011-05-30;
02.387.241/0001-60;2015-01-01;4;46417;ALL - AMÉRICA LATINA LOGISTICA S.A.;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2010-09-09;2015-04-01;Nível 1 de Governança Corporativa;2004-06-25;2015-03-31
02.387.241/0001-60;2015-01-01;4;46417;ALL - AMÉRICA LATINA LOGISTICA S.A.;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2000-11-24;;;2000-11-24;
02.415.408/0001-50;2015-01-01;2;48229;CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA;Debêntures;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2007-07-27;;;2007-07-27;
02.415.408/0001-50;2015-01-01;2;48229;CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA;Nota Comercial;;;;;Balcão Organizado;CETIP;CETIP;2013-10-11;;;2013-10-11;
02.429.144/0001-93;2015-01-01;3;47642;CPFL ENERGIA SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2004-09-29;;Nível 1 de Governança Corporativa;2004-09-29;
02.429.144/0001-93;2015-01-01;3;47642;CPFL ENERGIA SA;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2000-05-19;;;2000-05-18;
02.451.848/0001-62;2015-01-01;3;50535;CONCESSIONÁRIA SO SISTEMA ANHANGUERA BANDEIRANTES S/A;Debêntures;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2006-08-01;;;2006-08-01;
02.451.848/0001-62;2015-01-01;3;50535;CONCESSIONÁRIA SO SISTEMA ANHANGUERA BANDEIRANTES S/A;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2006-08-01;;;2006-08-01;
02.465.783/0001-04;2015-01-01;2;47375;FUTURETEL SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-07-02;;;1998-07-02;
02.474.103/0001-19;2015-01-01;2;51274;TRACTEBEL ENERGIA SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2005-11-16;;Nível 1 de Governança Corporativa;1998-05-28;
02.474.103/0001-19;2015-01-01;2;51274;TRACTEBEL ENERGIA SA;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2007-05-15;2014-05-15;;2007-05-15;2014-05-15
02.474.103/0001-19;2015-01-01;2;51274;TRACTEBEL ENERGIA SA;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2014-12-15;;;2014-12-15;
02.476.710/0001-18;2015-01-01;1;45438;TELINVEST SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-06-18;;;1998-06-18;
02.502.844/0001-66;2015-01-01;3;46723;ALL - AMÉRICA LATINA LOGÍSTICA MALHA PAULISTA S.A.;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2008-08-15;;;2008-08-15;
02.509.186/0001-34;2015-01-01;2;47545;Triângulo do Sol Auto-Estradas S.A.;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2013-02-26;;;2013-02-26;
02.509.491/0001-26;2015-01-01;3;48102;CONCESSIONARIA ECOVIAS DOS IMIGRANTES S.A.;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2013-04-15;;;2013-04-15;
02.535.295/0001-26;2015-01-01;2;47834;MAORI SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-09-23;;;1998-09-23;
02.541.982/0001-54;2015-01-01;5;49211;Somos Educação S.A.;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2014-10-23;;Nível 1 de Governança Corporativa;2011-07-26;
02.558.115/0001-21;2015-01-01;1;43312;TIM PARTICIPAÇÕES SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-09-21;;Nível 2 de Governança Corporativa;1998-09-21;
02.558.157/0001-62;2015-01-01;4;51022;TELEFÔNICA BRASIL S.A.;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-08-19;;Nível 2 de Governança Corporativa;1998-08-19;
02.591.787/0001-39;2015-01-01;1;45447;CAPITALPART PARTICIPAÇÕES SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-07-20;;;1998-07-09;
02.604.860/0001-60;2015-01-01;1;45455;SELECTPART PARTICIPACOES SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-07-22;;;1998-07-20;
02.604.997/0001-14;2015-01-01;2;47372;NEWTEL PARTICIPACOES SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-07-22;;;1998-07-20;
02.643.896/0001-52;2015-01-01;3;46090;REAL AI PIC SEC DE CREDITOS IMOBILIARIO S.A.;Certificados de Recebíveis Imobiliários;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2008-05-20;;;2008-05-20;
02.664.042/0001-52;2015-01-01;2;47361;TERMINAL GARAGEM MENEZES CORTES SA;Ações Ordinárias;;;;;;;;;;;;
02.724.983/0001-34;2015-01-01;3;50023;SANESALTO SANEAMENTO SA;Debêntures;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2005-06-01;;;2005-06-01;
02.762.113/0001-50;2015-01-01;2;47766;BRAZILIAN FINANCE & REAL ESTATE S.A.;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2012-07-16;;Nível 2 de Governança Corporativa;2012-07-16;
02.762.115/0001-49;2015-01-01;3;49869;MMX MINERAÇÃO E METÁLICOS S.A.;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2006-07-24;;Nível 1 de Governança Corporativa;2006-07-24;
02.762.121/0001-04;2015-01-01;1;43566;SANTOS BRASIL PARTICIPAÇÕES S.A.;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2007-10-24;;Bovespa Mais N2;2007-10-24;
02.762.124/0001-30;2015-01-01;2;43605;BETAPART PARTICIPAÇÕES SA;Ações Ordinárias;;;;;Balcão Não-Organizado;;;;;;1998-11-06;
02.773.542/0001-22;2015-01-01;3;47861;RB CAPITAL COMPANHIA DE SECURITIZACAO;Certificados de Recebíveis Imobiliários;;;;;Balcão Organizado;CETIP;CETIP;2007-03-17;;;2007-03-17;
02.773.542/0001-22;2015-01-01;3;47861;RB CAPITAL COMPANHIA DE SECURITIZACAO;Certificados de Recebíveis Imobiliários;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2007-03-17;;;2007-03-17;
02.783.423/0001-50;2015-01-01;2;46802;ALTERE SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;;;;;Balcão Organizado;CETIP;CETIP;2009-03-25;;;2009-03-25;
02.783.423/0001-50;2015-01-01;2;46802;ALTERE SECURITIZADORA S.A.;Certificados de Recebíveis Imobiliários;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2003-07-30;;;2003-07-30;
02.796.775/0001-40;2015-01-01;1;43537;GAMA PARTICIPAÇÕES S.A.;Ações Ordinárias;;;;;Balcão Não-Organizado;;;;;;2002-12-31;
02.800.026/0001-40;2015-01-01;5;46583;KROTON EDUCACIONAL S.A.;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2007-07-23;;Nível 1 de Governança Corporativa;2007-07-23;
02.846.056/0001-97;2015-01-01;1;44549;CCR S.A.;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2002-02-01;;Nível 1 de Governança Corporativa;2002-02-01;
