CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Valor_Mobiliario;Sigla_Classe_Acao_Preferencial;Classe_Acao_Preferencial;Codigo_Negociacao;Composicao_BDR_Unit;Mercado;Sigla_Entidade_Administradora;Entidade_Administradora;Data_Inicio_Negociacao;Data_Fim_Negociacao;Segmento;Data_Inicio_Listagem;Data_Fim_Listagem
00.359.742/0001-08;2010-01-01;2;1905;INEPAR TELECOMUNICAÇÕES SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1996-02-28;;Nível 2 de Governança Corporativa;1996-02-28;
00.383.281/0001-09;2010-01-01;2;508;BNDES PARTICIPAÇÕES S.A. - BNDESPAR;Debêntures;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-03-04;2001-03-04;;1998-03-04;2001-03-04
00.383.281/0001-09;2010-01-01;2;508;BNDES PARTICIPAÇÕES S.A. - BNDESPAR;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2006-12-20;;;2006-12-01;
00.383.281/0001-09;2010-01-01;2;508;BNDES PARTICIPAÇÕES S.A. - BNDESPAR;Debêntures;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2006-12-20;;;2006-12-01;
00.514.998/0001-42;2010-01-01;1;527;ELETRON SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1999-05-11;;;1999-05-11;
00.545.378/0001-70;2010-01-01;2;2874;SERRA AZUL WATER PARK SA;Ações Ordinárias;;;;;Balcão Não-Organizado;;;;;;;
00.644.907/0001-93;2010-01-01;2;2248;INVESTCO S/A;Debêntures;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2001-12-31;;;2000-02-04;
00.644.907/0001-93;2010-01-01;2;2248;INVESTCO S/A;Ações Ordinárias;;;;;Balcão Não-Organizado;;;;;;;
00.649.881/0001-76;2010-01-01;3;1575;GTD PARTICIPACOES SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2005-03-17;;;2005-03-17;
00.743.065/0001-27;2010-01-01;4;3658;LITEL PARTICIPACOES SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2000-10-18;;;2000-10-18;
00.776.574/0001-56;2010-01-01;1;324;B2W - COMPANHIA GLOBAL DO VAREJO;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2008-07-23;;;2008-07-01;
00.776.574/0001-56;2010-01-01;1;324;B2W - COMPANHIA GLOBAL DO VAREJO;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2007-07-26;;Nível 1 de Governança Corporativa;2007-07-26;
00.861.626/0001-92;2010-01-01;2;2849;CONCESSIONÁRIA RODOVIA PRESIDENTE DUTRA S/A;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2004-08-16;2010-07-01;;2004-08-16;2010-07-01
00.864.214/0001-06;2010-01-01;1;444;ENERGISA SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1995-12-20;;Nível 2 de Governança Corporativa;1995-12-20;
00.864.214/0001-06;2010-01-01;1;444;ENERGISA SA;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2008-04-01;;;2008-04-01;
00.866.577/0001-80;2010-01-01;1;1287;SAUIPE SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-10-08;;Nível 2 de Governança Corporativa;1998-10-08;
00.897.864/0001-58;2010-01-01;2;1912;SANTA CATARINA PART INVEST SA;Debêntures;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1995-12-14;1995-12-14;;1995-12-14;
00.924.429/0001-75;2010-01-01;1;315;FERROVIA CENTRO ATLANTICA SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1996-02-14;;Nível 2 de Governança Corporativa;1996-02-14;
00.924.432/0001-99;2010-01-01;2;3989;HOPI HARI S/A;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-12-14;;Nível 2 de Governança Corporativa;1996-02-13;
00.924.432/0001-99;2010-01-01;2;3989;HOPI HARI S/A;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;1997-02-18;;;1997-02-18;
00.938.574/0001-05;2010-01-01;2;3976;CONCESSIONARIA RIO-TERESOPOLIS SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2001-12-26;;Nível 2 de Governança Corporativa;2001-12-26;
00.938.574/0001-05;2010-01-01;2;3976;CONCESSIONARIA RIO-TERESOPOLIS SA;Debêntures Conversíveis;;;;;Balcão Organizado;CETIP;CETIP;2001-12-26;;;2001-12-26;
00.979.969/0001-56;2010-01-01;2;2275;CAIXA ADM DIV PUB ESTADUAL SA;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;1996-09-16;;;1996-09-16;
00.994.533/0001-36;2010-01-01;2;1781;COMERCIAL QUINTELLA COM EXP SA;Debêntures;;;;;Balcão Não-Organizado;;;;;;;
00.994.533/0001-36;2010-01-01;2;1781;COMERCIAL QUINTELLA COM EXP SA;Bônus de Subscrição;;;;;Balcão Não-Organizado;;;;;;;
01.027.058/0001-91;2010-01-01;4;3550;Cielo S.A.;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2009-06-29;;Nível 1 de Governança Corporativa;2009-06-29;
01.104.937/0001-70;2010-01-01;1;530;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1996-09-30;;;1996-09-30;
01.109.184/0001-95;2010-01-01;2;863;UNIVERSO ONLINE SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2005-12-14;;Bovespa Mais N2;2005-12-14;
01.258.943/0001-81;2010-01-01;1;240;ITAITINGA PARTICIPACOES SA;Ações Ordinárias;;;;;Balcão Não-Organizado;;;;;;;
01.258.945/0001-70;2010-01-01;1;239;GRUÇAI PARTICIPAÇÕES SA;Ações Ordinárias;;;;;Balcão Não-Organizado;;;;;;;
01.319.044/0001-41;2010-01-01;1;551;WTC AMAZONAS SUITE HOTEL S.A.;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2010-01-01;;;2010-01-01;
01.355.994/0001-21;2010-01-01;1;490;ITA ENERGETICA S/A;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2001-03-21;;;2001-03-21;
01.386.256/0001-41;2010-01-01;2;1450;VOTORANTIM FINANÇAS SA;Debêntures;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2005-04-01;2015-04-01;;2005-04-01;2015-04-01
01.417.222/0001-77;2010-01-01;2;1652;MRS LOGÍSTICA S/A;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-12-18;;;1998-12-18;
01.417.222/0001-77;2010-01-01;2;1652;MRS LOGÍSTICA S/A;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2000-07-25;;;2000-07-25;
01.425.787/0001-04;2010-01-01;3;3140;REDECARD S/A;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2007-07-13;;Nível 1 de Governança Corporativa;2007-07-11;
01.425.787/0001-04;2010-01-01;3;3140;REDECARD S/A;Nota Comercial;;;;;Balcão Organizado;CETIP;CETIP;2010-04-26;;;2010-04-26;
01.545.826/0001-07;2010-01-01;3;3563;GAFISA SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2008-04-01;;Nível 1 de Governança Corporativa;2006-02-17;
01.545.826/0001-07;2010-01-01;3;3563;GAFISA SA;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2008-05-05;;;2008-05-05;
01.547.749/0001-16;2010-01-01;1;176;521 PARTICIPAÇOES SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2007-08-30;;;2007-08-30;
01.548.981/0001-79;2010-01-01;2;2581;INVESTIMENTOS BEMGE S.A.;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1977-07-20;;Nível 2 de Governança Corporativa;1977-07-20;
01.608.571/0001-76;2010-01-01;1;548;BELAPART SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1999-05-11;;;1999-05-11;
01.654.604/0001-14;2010-01-01;1;233;CONCES DA ROD OSÓRIO-POA S/A - CONCEPA;Debêntures;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-08-11;;;1998-08-11;
01.685.903/0001-16;2010-01-01;3;1477;AMERICEL SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1997-04-14;;Nível 2 de Governança Corporativa;1997-04-14;
01.772.313/0001-20;2010-01-01;1;535;VALETRON SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1999-05-11;;;1999-05-11;
01.832.635/0001-18;2010-01-01;1;422;TAM S.A.;Debêntures;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2006-09-12;;;2006-09-12;
01.832.635/0001-18;2010-01-01;1;422;TAM S.A.;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2005-08-15;;Bovespa Mais N2;2005-08-15;
01.838.723/0001-27;2010-01-01;1;378;BRF - BRASIL FOODS SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2006-04-12;;Nível 1 de Governança Corporativa;1997-06-24;
01.858.774/0001-10;2010-01-01;1;494;BV LEASING - ARRENDAMENTO MERCANTIL S.A.;Debêntures;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2006-06-27;2026-04-20;;2006-06-27;2026-04-20
01.896.779/0001-38;2010-01-01;2;3966;CSU CARDSYSTEM S/A;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2006-05-02;;Nível 1 de Governança Corporativa;2006-05-02;
01.917.705/0001-30;2010-01-01;2;3741;AES ELPA SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2002-10-14;;Nível 2 de Governança Corporativa;2002-10-14;
01.938.783/0001-11;2010-01-01;1;1254;CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2000-07-26;;Nível 2 de Governança Corporativa;2000-07-26;
01.957.772/0001-89;2010-01-01;2;4033;SUL 116 PARTICIPAÇÕES S.A.;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-02-20;;;1997-09-03;
01.971.614/0001-83;2010-01-01;1;546;EMP.NAC.C., RÉDITO E PART. S.A. ENCORPAR;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1997-10-07;;Nível 2 de Governança Corporativa;1997-10-07;
02.016.439/0001-38;2010-01-01;2;138;RIO GRANDE ENERGIA SA;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2002-04-23;;;2002-04-23;
02.062.747/0001-08;2010-01-01;1;501;SUDESTE SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1997-11-26;;;1997-11-26;
02.084.220/0001-76;2010-01-01;1;533;SANTOS-BRASIL SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2006-09-25;;Bovespa Mais N2;2006-09-25;
02.105.040/0001-23;2010-01-01;1;2202;CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO;Certificados de Recebíveis Imobiliários;;;;;Balcão Não-Organizado;;;;;;1999-05-31;
02.107.946/0001-87;2010-01-01;4;2160;TELEMAR PARTICIPAÇÕES SA;Debêntures;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2002-04-11;;;2000-07-11;
02.117.801/0001-67;2010-01-01;4;3352;BONAIRE PARTICIPAÇOES SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2000-10-18;;;2000-10-18;
02.149.205/0001-69;2010-01-01;3;1677;PORTO SEGURO SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2004-10-27;;Nível 1 de Governança Corporativa;2004-10-27;
02.162.616/0001-94;2010-01-01;3;1578;UPTICK PARTICIPACOES SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2000-10-18;;;2000-10-18;
02.183.757/0001-93;2010-01-01;2;3743;EDITORA ABRIL S/A;Debêntures;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2001-11-06;;;2001-11-06;
02.193.750/0001-52;2010-01-01;1;356;GPC PARTICIPACOES SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1997-12-22;;Nível 2 de Governança Corporativa;1997-11-26;
02.217.319/0001-07;2010-01-01;1;484;ALEF SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-01-16;;;1998-01-16;
02.217.325/0001-56;2010-01-01;1;2263;LIGAFUTEBOL SA;Ações Ordinárias;;;;;Balcão Não-Organizado;;;;;;1997-12-08;
02.221.531/0001-30;2010-01-01;1;346;RODONORTE - CONC. ROD. INTEGRADAS S.A.;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2010-04-15;2015-11-15;;2010-04-15;2015-11-15
02.225.714/0001-23;2010-01-01;2;2212;INEPAR ENERGIA SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1997-12-17;;Nível 2 de Governança Corporativa;1997-12-17;
02.258.422/0001-97;2010-01-01;1;574;INEPAR EQUIPAMENTOS E MONTAGENS S/A;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-10-23;;Nível 2 de Governança Corporativa;1998-10-23;
02.286.509/0001-78;2010-01-01;1;1238;SUBESTAÇÃO ELETROMETRÔ S/A;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;1998-09-25;;;1998-09-25;
02.291.077/0001-93;2010-01-01;3;1790;PRODUTORES ENERGETICOS DE MANSO SA - PROMAN;Debêntures Conversíveis;;;;;Balcão Organizado;CETIP;CETIP;2002-02-07;;;2002-02-07;
02.302.100/0001-06;2010-01-01;3;1236;BANDEIRANTE ENERGIA S/A;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2006-03-01;;;2006-03-01;
02.302.100/0001-06;2010-01-01;3;1236;BANDEIRANTE ENERGIA S/A;Nota Comercial;;;;;Balcão Organizado;CETIP;CETIP;2009-05-30;2010-05-30;;2009-05-30;2010-05-30
02.302.101/0001-42;2010-01-01;1;191;EMAE-EMP.METROPOLITANA ÁGUAS ENERGIA S.A;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-03-31;;Nível 2 de Governança Corporativa;1998-03-27;
02.312.604/0001-07;2010-01-01;2;4028;DALETH PARTICIPAÇÕES S.A.;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-06-08;;;1998-03-06;
02.312.666/0001-00;2010-01-01;1;1316;FG TRUST SA;Debêntures;;;;;Balcão Não-Organizado;;;;;;;
02.312.699/0001-50;2010-01-01;1;1066;METALTRUST S/A (5212 PARTICIPAÇÕES S/A);Certificados de depósito de valores mobiliários;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-06-18;;;1998-06-16;
02.318.346/0001-68;2010-01-01;1;482;OPPORTUNITY ENERGIA E PARTICIPAÇÕES S.A.;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1999-10-22;;;1999-10-22;
02.328.280/0001-97;2010-01-01;1;381;ELEKTRO ELETRICIDADE E SERVIÇOS S.A.;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-07-08;;Nível 2 de Governança Corporativa;1998-07-08;
02.328.280/0001-97;2010-01-01;1;381;ELEKTRO ELETRICIDADE E SERVIÇOS S.A.;Debêntures;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2005-10-24;;;2005-10-24;
02.328.280/0001-97;2010-01-01;1;381;ELEKTRO ELETRICIDADE E SERVIÇOS S.A.;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2005-10-24;;;2005-10-24;
02.335.514/0001-23;2010-01-01;1;173;FIAGO PARTICIPACOES SA;Ações Ordinárias;;;;;Balcão Não-Organizado;;;;;;;
02.338.534/0001-58;2010-01-01;1;448;LONGDIS S.A.;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-07-15;;;1998-06-30;
02.351.144/0001-18;2010-01-01;1;180;TEGMA GESTÃO LOGÍSTICA SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2007-07-03;;Nível 1 de Governança Corporativa;2007-06-28;
02.363.917/0001-86;2010-01-01;2;4029;RET PARTICIPAÇÕES S.A.;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-06-09;;;1998-05-28;
02.363.918/0001-20;2010-01-01;2;4026;ZAIN PARTICIPAÇÕES S.A.;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-06-18;;;1998-06-15;
02.365.069/0001-44;2010-01-01;4;3828;IDEIASNET SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2008-01-02;;Nível 1 de Governança Corporativa;1999-08-02;
02.366.097/0001-86;2010-01-01;1;78;VIANORTE S/A;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2010-04-15;;;2010-03-15;
02.387.241/0001-60;2010-01-01;4;3112;ALL - AMÉRICA LATINA LOGISTICA S.A.;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2004-06-24;;Bovespa Mais N2;2004-06-24;
02.390.206/0001-09;2010-01-01;1;505;LF TEL SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-07-02;;Nível 2 de Governança Corporativa;1998-07-02;
02.397.080/0001-96;2010-01-01;1;335;ITAPEBI GERAÇÃO DE ENERGIA S/A;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2006-06-01;2012-12-01;;2006-06-01;2012-12-01
02.415.408/0001-50;2010-01-01;3;3621;CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2007-07-27;;;2007-07-27;
02.429.144/0001-93;2010-01-01;2;987;CPFL ENERGIA SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2004-09-29;;Nível 1 de Governança Corporativa;2000-05-18;
02.429.144/0001-93;2010-01-01;2;987;CPFL ENERGIA SA;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2000-05-11;;;2000-05-11;
02.451.848/0001-62;2010-01-01;1;345;CONCESSIONÁRIA SO SISTEMA ANHANGUERA BANDEIRANTES S/A;Debêntures;;;;;Balcão Organizado;CETIP;CETIP;2006-08-01;;;2006-08-01;
02.465.783/0001-04;2010-01-01;2;4036;FUTURETEL SA;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-07-02;;;1998-06-16;
02.474.103/0001-19;2010-01-01;1;190;TRACTEBEL ENERGIA SA;Ações Ordinárias;;;;;Bolsa;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;2005-11-16;;Nível 1 de Governança Corporativa;1998-05-28;
02.476.710/0001-18;2010-01-01;2;4030;TELINVEST S.A.;Ações Ordinárias;;;;;Balcão Organizado;BM&FBOVESPA;BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros;1998-07-02;;;1998-06-18;
