date,ABEV3,BBAS3,BBDC4,CMIG4,EGIE3,ITUB4,PETR4,TAEE11,VALE3,WEGE3,IBOV
2022-07-04,13.680000,16.520000,14.275000,7.961500,29.200000,19.973500,29.140000,38.650000,74.670000,26.490000,98609.000000
2022-07-05,14.090000,16.430000,14.308300,7.792300,29.164300,20.114700,28.030000,38.470000,74.300000,27.020000,98295.000000
2022-07-06,14.230000,16.325000,14.191700,7.769200,29.350000,19.929400,27.670000,38.740000,75.000000,27.100000,98719.000000
2022-07-07,14.230000,16.565000,14.483300,7.907700,29.907100,20.211800,28.480000,39.180000,77.180000,27.610000,100730.000000
2022-07-08,14.310000,16.725000,14.491700,7.907700,30.185700,20.220700,28.800000,39.080000,75.400000,27.270000,100289.000000
2022-07-11,14.100000,16.450000,14.200000,7.892300,29.885700,19.894100,28.660000,39.110000,72.830000,26.580000,98212.000000
2022-07-12,13.790000,16.505000,14.258300,7.946200,29.714300,19.850000,28.230000,39.170000,73.050000,26.590000,98271.000000
2022-07-13,14.570000,16.325000,13.933300,8.007700,29.735700,19.770500,28.250000,39.090000,72.800000,26.730000,97881.000000
2022-07-14,14.840000,16.305000,13.616700,8.100000,29.864300,19.549900,27.490000,39.570000,67.950000,26.400000,96121.000000
2022-07-15,14.590000,16.640000,13.700000,8.038500,29.857100,19.902900,27.960000,39.600000,68.370000,26.550000,96551.000000
2022-07-18,14.490000,16.875000,13.875000,7.961500,29.914300,20.167700,28.600000,39.470000,68.730000,26.120000,96916.000000
2022-07-19,14.480000,17.330000,14.383300,7.992300,29.792900,20.847300,29.180000,39.270000,68.880000,26.960000,98245.000000
2022-07-20,14.300000,17.335000,14.200000,8.030800,29.857100,20.582500,29.170000,39.470000,67.390000,25.990000,98287.000000
2022-07-21,14.560000,17.455000,14.391700,8.084600,29.842900,20.750200,29.020000,39.650000,68.570000,25.330000,99033.000000
2022-07-22,14.510000,17.335000,14.208300,8.192300,30.121400,20.529600,29.330000,40.250000,69.210000,25.840000,98925.000000
2022-07-25,14.680000,17.600000,14.400000,8.323100,30.978600,20.829700,30.700000,40.620000,70.490000,26.480000,100270.000000
2022-07-26,14.820000,17.660000,14.300000,8.230800,30.942900,20.714900,31.010000,40.410000,70.360000,26.200000,99772.000000
2022-07-27,14.980000,17.775000,14.383300,8.661500,31.550000,20.785500,31.350000,40.450000,70.520000,26.870000,101438.000000
2022-07-28,15.100000,18.105000,14.491700,8.615400,31.450000,20.917900,32.290000,40.590000,70.690000,27.930000,102597.000000
2022-07-29,14.930000,17.985000,14.525000,8.646200,31.657100,20.847300,34.150000,40.460000,69.750000,28.040000,103165.000000
2022-08-01,14.630000,17.840000,14.491700,8.584600,31.735700,20.714900,33.680000,40.850000,68.080000,27.880000,102225.000000
2022-08-02,14.710000,18.080000,14.725000,8.700000,31.535700,20.935600,33.830000,41.270000,70.250000,28.380000,103362.000000
2022-08-03,14.630000,18.205000,14.958300,8.723100,30.807100,21.085600,33.880000,41.270000,67.520000,28.120000,103775.000000
2022-08-04,14.680000,18.550000,15.233300,8.976900,30.707100,21.597500,34.210000,41.820000,67.130000,28.810000,105892.000000
2022-08-05,14.600000,18.895000,15.416700,9.000000,30.878600,22.003500,34.870000,42.160000,68.000000,28.830000,106472.000000
2022-08-08,14.800000,19.490000,15.466700,9.169200,30.507100,22.277100,36.630000,42.590000,68.580000,29.730000,108402.000000
2022-08-09,14.740000,19.815000,15.691700,9.369200,30.621400,22.859700,37.230000,43.100000,70.000000,29.580000,108651.000000
2022-08-10,15.160000,19.985000,15.941700,9.400000,30.671400,23.283300,37.110000,43.150000,70.050000,30.680000,110236.000000
2022-08-11,15.130000,20.870000,16.075000,9.376900,30.557100,23.318600,36.250000,42.150000,72.490000,30.130000,109718.000000
2022-08-12,15.210000,22.050000,16.275000,9.553800,30.628600,23.601100,31.710000,42.660000,69.800000,30.900000,112764.000000
2022-08-15,15.420000,21.495000,16.191700,9.469200,30.928600,23.804100,31.720000,43.380000,68.300000,30.340000,113032.000000
2022-08-16,15.500000,21.600000,16.425000,9.500000,30.771400,24.042400,32.010000,41.400000,69.950000,30.590000,113512.000000
2022-08-17,15.550000,21.405000,16.450000,10.038500,30.514300,24.139500,32.760000,42.040000,68.230000,30.430000,113708.000000
2022-08-18,16.000000,20.910000,16.550000,9.892300,30.235700,24.068800,33.420000,41.900000,67.720000,30.840000,113813.000000
2022-08-19,15.660000,20.525000,16.341700,9.861500,29.857100,23.512800,31.730000,41.500000,66.960000,29.850000,111496.000000
2022-08-22,15.420000,20.735000,16.116700,9.846200,29.492900,23.248000,32.410000,41.460000,65.980000,28.950000,110501.000000
2022-08-23,15.440000,20.760000,16.233300,9.892300,29.428600,23.309800,33.440000,41.340000,70.210000,28.800000,112857.000000
2022-08-24,15.800000,20.415000,16.141700,9.884600,29.500000,23.406900,33.640000,40.920000,67.950000,28.790000,112898.000000
2022-08-25,15.820000,20.900000,16.258300,9.715400,29.007100,23.698100,33.280000,40.370000,69.270000,28.950000,113532.000000
2022-08-26,15.670000,20.795000,16.200000,9.476900,28.928600,23.556900,33.640000,40.240000,68.230000,28.810000,112299.000000
2022-08-29,15.610000,21.225000,16.258300,9.423100,28.821400,23.477500,34.480000,40.720000,66.910000,28.370000,112323.000000
2022-08-30,15.390000,21.165000,16.208300,9.153800,28.735700,23.371600,32.430000,40.710000,64.970000,28.390000,110431.000000
2022-08-31,15.270000,20.845000,15.800000,9.307700,28.928600,22.780200,33.230000,41.680000,64.500000,28.290000,109523.000000
2022-09-01,15.430000,21.165000,15.933300,9.323100,29.171400,23.115600,33.850000,42.260000,63.890000,28.380000,110405.000000
2022-09-02,15.480000,21.265000,16.091700,9.315400,28.985700,23.433400,33.420000,42.120000,62.920000,30.210000,110864.000000
2022-09-05,15.550000,20.815000,16.125000,9.315400,29.064300,23.812900,33.330000,42.260000,65.220000,30.900000,112203.000000
2022-09-06,15.560000,19.815000,16.025000,9.123100,28.878600,23.592200,32.100000,42.000000,63.670000,30.290000,109764.000000
2022-09-08,15.500000,19.730000,15.933300,9.361500,28.821400,23.424500,31.800000,41.720000,64.510000,30.210000,109916.000000
2022-09-09,15.720000,20.275000,16.150000,9.338500,28.828600,23.609900,31.790000,41.500000,69.550000,30.450000,112300.000000
2022-09-12,15.710000,20.530000,16.358300,9.300000,28.935700,23.892300,31.580000,41.490000,70.150000,31.720000,113407.000000
2022-09-13,15.590000,20.110000,16.183300,9.015400,28.250000,23.654000,30.650000,41.150000,68.250000,30.610000,110794.000000
2022-09-14,15.380000,20.130000,16.108300,8.938500,28.350000,23.565800,31.120000,41.080000,67.000000,30.620000,110547.000000
2022-09-15,15.300000,19.925000,16.050000,8.853800,28.064300,23.627500,31.060000,40.840000,68.350000,30.010000,109954.000000
2022-09-16,15.270000,19.700000,15.866700,8.753800,28.214300,23.548100,30.780000,40.650000,68.250000,30.480000,109280.000000
2022-09-19,15.470000,20.090000,16.275000,9.000000,28.535700,24.430700,31.270000,40.940000,70.460000,30.600000,111824.000000
2022-09-20,15.760000,20.395000,16.800000,8.976900,28.492900,25.242700,31.090000,41.300000,69.450000,31.130000,112517.000000
2022-09-21,15.550000,20.250000,16.700000,8.938500,28.528600,24.977900,31.170000,41.660000,68.450000,31.180000,111936.000000
2022-09-22,15.670000,20.620000,17.083300,9.176900,28.871400,25.481000,31.940000,41.770000,70.020000,31.010000,114070.000000
2022-09-23,15.370000,20.365000,16.750000,9.107700,29.071400,24.977900,29.940000,41.830000,68.570000,30.570000,111716.000000
2022-09-26,15.270000,19.425000,16.483300,8.592300,28.357100,24.527800,29.460000,40.840000,68.000000,30.520000,109114.000000
2022-09-27,15.440000,19.270000,16.350000,8.323100,27.907100,24.298300,29.670000,39.950000,67.700000,30.050000,108376.000000
2022-09-28,15.720000,19.275000,16.358300,8.207700,27.528600,24.289500,29.270000,39.290000,68.340000,30.320000,108451.000000
2022-09-29,15.610000,19.170000,16.483300,8.115400,27.350000,24.651400,29.310000,38.530000,68.430000,30.140000,107664.000000
2022-09-30,15.540000,19.260000,16.533300,8.276900,27.507100,24.766100,29.800000,38.950000,72.040000,32.140000,110037.000000
2022-10-03,16.300000,20.730000,17.675000,9.161500,28.992900,26.257700,32.180000,40.050000,74.000000,33.580000,116134.000000
2022-10-04,16.240000,19.615000,17.650000,8.700000,28.550000,26.301900,31.370000,39.640000,75.790000,33.240000,116230.000000
2022-10-05,16.120000,19.930000,17.841700,8.500000,28.150000,26.301900,32.550000,39.590000,76.960000,33.670000,117198.000000
2022-10-06,16.030000,20.285000,17.475000,8.500000,27.650000,25.825200,33.660000,39.710000,75.550000,33.730000,117561.000000
2022-10-07,15.420000,20.330000,17.058300,8.284600,27.521400,25.878200,33.630000,39.960000,75.510000,33.350000,116375.000000
2022-10-10,15.200000,20.035000,16.800000,8.330800,27.871400,25.604600,33.250000,40.040000,73.990000,34.270000,115941.000000
2022-10-11,14.990000,19.555000,16.758300,8.192300,27.900000,25.428100,33.000000,39.750000,73.490000,33.900000,114827.000000
2022-10-13,15.010000,19.690000,16.516700,8.061500,27.342900,25.278000,33.940000,39.070000,72.180000,33.470000,114300.000000
2022-10-14,14.830000,19.580000,16.408300,7.892300,27.407100,25.286900,33.420000,38.850000,69.830000,32.860000,112072.000000
2022-10-17,14.920000,19.745000,16.525000,8.253800,27.635700,25.489900,33.390000,38.720000,70.670000,33.610000,113624.000000
2022-10-18,14.900000,20.760000,16.650000,8.576900,27.642900,26.116500,34.210000,38.950000,71.960000,34.560000,115743.000000
2022-10-19,14.890000,20.825000,16.725000,8.500000,27.642900,26.125300,35.420000,39.050000,71.110000,34.650000,116274.000000
2022-10-20,15.040000,21.800000,16.916700,8.646200,27.635700,26.531300,36.470000,39.130000,72.020000,34.660000,117171.000000
2022-10-21,15.310000,22.340000,17.275000,8.861500,28.207100,27.413900,37.720000,39.930000,74.130000,35.200000,119929.000000
2022-10-24,15.180000,20.100000,16.541700,8.784600,28.178600,26.169500,34.250000,40.260000,71.930000,34.920000,116013.000000
2022-10-25,14.910000,19.755000,16.441700,8.576900,27.671400,25.957600,33.530000,40.130000,71.930000,35.050000,114626.000000
2022-10-26,15.100000,19.055000,15.725000,8.253800,27.250000,25.401600,32.710000,39.280000,73.530000,37.980000,112764.000000
2022-10-27,15.560000,19.295000,16.016700,8.592300,27.985700,25.869400,32.960000,39.630000,70.910000,38.830000,114641.000000
2022-10-28,15.770000,19.410000,16.108300,8.730800,28.050000,26.072400,32.570000,39.530000,67.450000,38.470000,114539.000000
2022-10-31,16.000000,18.510000,16.550000,8.746200,28.728600,26.831400,29.810000,40.190000,67.130000,40.280000,116037.000000
2022-11-01,15.790000,18.950000,16.641700,9.046200,28.692900,26.884400,29.860000,39.880000,69.170000,39.410000,116929.000000
2022-11-03,16.020000,19.345000,16.341700,9.100000,28.642900,26.690200,29.950000,39.450000,67.150000,40.200000,116896.000000
2022-11-04,16.450000,19.630000,16.166700,9.123100,29.171400,26.787300,28.300000,39.510000,72.250000,40.800000,118155.000000
2022-11-07,16.360000,18.945000,15.633300,8.853800,28.764300,26.178300,27.150000,39.020000,71.870000,40.900000,115342.000000
2022-11-08,16.740000,19.035000,15.483300,8.938500,28.607100,26.098900,27.350000,39.280000,74.050000,40.800000,116160.000000
2022-11-09,16.480000,18.530000,12.791700,8.738500,28.864300,24.845500,26.900000,39.200000,73.150000,40.600000,113580.000000
2022-11-10,15.990000,18.165000,12.416700,8.269200,28.221400,24.377800,26.120000,38.610000,74.550000,39.230000,109775.000000
2022-11-11,16.090000,17.760000,12.625000,8.369200,29.521400,23.592200,26.990000,39.510000,82.300000,39.990000,112253.000000
2022-11-14,15.950000,18.200000,12.633300,8.330800,29.442900,23.521600,27.700000,40.040000,83.310000,40.660000,113161.000000
2022-11-16,15.440000,17.625000,12.675000,8.061500,28.321400,23.186200,27.150000,37.110000,82.440000,38.710000,110243.000000
2022-11-17,15.400000,17.250000,12.950000,7.876900,28.214300,23.327500,27.160000,37.130000,83.100000,39.550000,109703.000000
2022-11-18,15.620000,17.190000,13.008300,7.953800,28.321400,23.512800,26.700000,37.030000,80.830000,39.280000,108880.000000
2022-11-21,15.670000,17.600000,12.916700,8.553800,28.700000,23.583400,26.780000,37.040000,79.920000,39.490000,109748.000000
2022-11-22,15.660000,17.020000,12.866700,8.530800,28.407100,23.195100,23.330000,36.900000,80.140000,38.900000,109037.000000
2022-11-23,15.720000,17.230000,12.775000,8.438500,28.050000,22.956800,23.440000,36.710000,80.930000,38.940000,108683.000000
2022-11-24,16.040000,17.510000,13.033300,8.776900,28.507100,23.777600,24.250000,37.180000,81.450000,39.760000,111831.000000
2022-11-25,15.770000,17.105000,12.791700,8.561500,27.992900,22.939100,23.860000,36.420000,80.900000,39.100000,108977.000000
2022-11-28,15.910000,17.415000,12.775000,8.576900,28.021400,22.524300,24.360000,36.070000,81.300000,37.500000,108782.000000
2022-11-29,15.760000,17.625000,12.925000,8.776900,28.064300,22.718400,25.380000,36.000000,84.440000,37.710000,110910.000000
2022-11-30,15.920000,17.640000,12.983300,8.830800,28.214300,22.947900,26.660000,34.540000,85.710000,39.000000,112486.000000
2022-12-01,16.080000,17.620000,12.833300,8.669200,28.721400,22.930300,25.590000,35.150000,86.180000,38.310000,110926.000000
2022-12-02,16.330000,18.015000,12.808300,8.738500,28.585700,23.239200,25.910000,35.200000,86.800000,38.660000,111924.000000
2022-12-05,16.020000,17.600000,12.333300,8.453800,28.185700,22.559600,25.620000,34.690000,86.710000,37.600000,109401.000000
2022-12-06,16.050000,17.780000,12.625000,8.584600,28.428600,23.080300,25.640000,35.110000,87.970000,37.710000,109533.000000
2022-12-07,16.000000,17.740000,12.483300,8.707700,28.550000,22.912600,25.350000,35.400000,84.840000,37.260000,109361.000000
2022-12-08,15.700000,17.515000,12.125000,8.453800,27.992900,22.109400,24.780000,35.060000,85.880000,37.200000,107245.000000
2022-12-09,15.510000,17.490000,11.916700,8.523100,27.364300,21.474000,24.710000,34.780000,88.740000,37.100000,107689.000000
2022-12-12,15.240000,16.895000,11.783300,8.146200,27.285700,21.271000,23.910000,34.700000,86.090000,36.070000,105264.000000
2022-12-13,15.280000,15.930000,11.433300,7.976900,26.628600,20.467800,23.320000,33.730000,86.160000,35.790000,103892.000000
2022-12-14,15.130000,15.535000,11.675000,8.130800,26.500000,20.556000,21.470000,33.270000,86.890000,37.060000,103803.000000
2022-12-15,15.000000,15.975000,11.533300,8.184600,26.328600,20.670800,22.040000,33.570000,87.170000,37.080000,103738.000000
2022-12-16,14.850000,16.300000,11.516700,8.423100,26.414300,20.900300,22.050000,32.910000,85.680000,37.450000,102825.000000
2022-12-19,15.230000,16.475000,11.833300,8.246200,26.485700,21.526900,22.380000,33.270000,85.370000,38.120000,104530.000000
2022-12-20,14.520000,16.900000,12.258300,8.507700,27.035700,21.756400,23.070000,33.550000,85.750000,38.430000,106979.000000
2022-12-21,14.350000,17.060000,12.358300,8.492300,26.914300,21.844700,23.570000,33.850000,86.240000,38.400000,107313.000000
2022-12-22,14.420000,17.215000,12.400000,8.438500,27.235700,21.888800,23.990000,34.650000,85.750000,38.940000,107317.000000
2022-12-23,14.620000,17.640000,12.616700,8.546200,27.207100,22.233000,25.120000,34.860000,86.320000,38.500000,109698.000000
2022-12-26,14.520000,17.615000,12.316700,8.430800,26.971400,21.791700,24.940000,34.570000,87.110000,38.190000,108738.000000
2022-12-27,14.520000,17.030000,12.258300,8.423100,26.828600,21.668100,25.110000,34.340000,89.190000,38.010000,108347.000000
2022-12-28,14.550000,17.335000,12.633300,8.592300,27.021400,22.109400,24.800000,34.700000,88.990000,38.700000,110237.000000
2022-12-29,14.520000,17.365000,12.625000,8.569200,27.057100,22.065300,24.500000,34.670000,88.880000,38.510000,110031.000000
2023-01-02,14.190000,16.630000,12.291700,8.392300,26.657100,21.615200,22.920000,34.340000,89.400000,38.100000,106376.000000
2023-01-03,14.170000,16.320000,11.666700,8.192300,26.414300,21.165000,22.340000,33.860000,89.240000,37.150000,104166.000000
2023-01-04,14.250000,16.530000,11.700000,8.292300,26.428600,21.226800,23.050000,34.030000,89.400000,37.400000,105334.000000
2023-01-05,14.290000,17.285000,12.208300,8.369200,26.257100,21.888800,23.880000,34.040000,90.900000,37.480000,107518.000000
2023-01-06,14.320000,17.525000,12.550000,8.369200,26.335700,22.268300,23.740000,35.330000,92.340000,38.030000,108836.000000
2023-01-09,14.400000,17.355000,12.133300,8.584600,26.985700,22.427200,23.870000,35.740000,92.440000,37.920000,109227.000000
2023-01-10,14.540000,17.650000,12.583300,8.630800,27.035700,22.859700,24.090000,35.870000,93.580000,37.550000,110912.000000
2023-01-11,14.290000,17.900000,12.833300,8.984600,27.764300,23.256800,24.280000,34.840000,93.250000,38.600000,111763.000000
2023-01-12,14.100000,17.785000,12.533300,8.900000,27.721400,22.930300,24.630000,34.930000,93.740000,38.510000,111877.000000
2023-01-13,13.880000,17.825000,12.491700,8.784600,27.028600,22.815500,24.570000,34.770000,93.820000,38.970000,110916.000000
2023-01-16,13.200000,17.805000,12.108300,8.700000,27.264300,22.568400,24.040000,34.790000,92.250000,37.690000,109213.000000
2023-01-17,13.860000,18.850000,12.191700,8.961500,27.692900,23.036200,25.520000,35.040000,92.130000,38.310000,111439.000000
2023-01-18,13.780000,19.120000,12.375000,9.000000,27.885700,23.451000,25.070000,35.020000,93.340000,37.990000,112452.000000
2023-01-19,13.640000,19.555000,12.400000,8.984600,27.642900,23.451000,25.830000,35.460000,93.740000,37.910000,113006.000000
2023-01-20,13.530000,20.035000,12.225000,8.746200,27.257100,23.036200,26.370000,35.310000,93.990000,37.330000,112301.000000
2023-01-23,13.420000,19.885000,11.708300,8.615400,27.171400,22.330100,26.790000,35.350000,94.300000,37.370000,111709.000000
2023-01-24,13.610000,19.785000,11.833300,8.776900,27.721400,22.533100,26.600000,35.720000,95.300000,37.210000,113028.000000
2023-01-25,13.710000,20.325000,11.750000,9.015400,27.785700,22.612500,26.940000,35.740000,96.200000,38.720000,114195.000000
2023-01-26,13.740000,20.315000,11.783300,8.761500,27.664300,22.480100,26.200000,36.060000,98.000000,38.210000,114109.000000
2023-01-27,13.650000,20.090000,11.433300,8.615400,27.750000,22.003500,25.620000,36.310000,95.320000,37.910000,112502.000000
2023-01-30,13.530000,20.405000,11.491700,8.592300,27.728600,22.012400,25.750000,36.440000,94.980000,37.350000,111888.000000
2023-01-31,13.660000,20.350000,11.683300,8.815400,28.107100,22.356600,26.070000,37.060000,94.510000,38.240000,113532.000000
2023-02-01,13.180000,20.105000,11.458300,8.784600,27.771400,22.047700,25.710000,36.200000,93.460000,38.390000,112303.000000
2023-02-02,13.110000,19.725000,11.616700,8.784600,27.442900,22.250700,24.520000,36.170000,89.140000,38.040000,109935.000000
2023-02-03,12.980000,19.600000,11.358300,8.592300,27.100000,22.171200,24.790000,35.680000,88.950000,37.910000,108490.000000
2023-02-06,13.020000,19.710000,11.316700,8.715400,27.278600,22.180100,25.780000,36.070000,87.840000,37.570000,108456.000000
2023-02-07,12.960000,19.440000,11.250000,8.438500,26.685700,21.668100,25.620000,35.590000,88.420000,37.670000,107920.000000
2023-02-08,13.190000,19.900000,11.800000,8.569200,27.185700,23.459800,26.050000,36.050000,88.720000,37.660000,109882.000000
2023-02-09,13.020000,19.795000,11.500000,8.353800,26.735700,22.877300,25.930000,35.570000,88.390000,37.980000,107783.000000
2023-02-10,12.860000,20.185000,10.558300,8.430800,27.164300,22.771400,26.720000,35.970000,86.800000,38.600000,108150.000000
2023-02-13,13.130000,20.300000,10.933300,8.469200,27.578600,23.574600,26.800000,36.250000,86.710000,38.580000,108846.000000
2023-02-14,13.000000,20.775000,11.033300,8.392300,27.214300,23.283300,26.700000,35.980000,87.100000,38.360000,107659.000000
2023-02-15,13.230000,20.965000,11.466700,8.384600,27.692900,23.627500,26.740000,35.880000,89.000000,38.880000,109442.000000
2023-02-16,13.080000,21.200000,11.683300,8.415400,27.892900,23.804100,26.850000,35.840000,89.190000,38.780000,109905.000000
2023-02-17,13.200000,21.410000,11.616700,8.415400,28.135700,23.724600,26.440000,35.920000,88.030000,39.620000,109303.000000
2023-02-22,13.210000,20.880000,11.500000,8.215400,27.957100,23.283300,25.760000,35.680000,87.360000,38.400000,107152.000000
2023-02-23,13.250000,21.050000,11.450000,8.223100,27.878600,23.371600,26.550000,35.650000,86.950000,39.240000,107720.000000
2023-02-24,13.320000,20.240000,11.083300,8.115400,27.864300,22.656700,25.970000,35.250000,85.040000,38.860000,105873.000000
2023-02-27,13.400000,19.965000,10.975000,8.115400,27.928600,22.365400,26.150000,35.420000,85.040000,38.800000,105711.000000
2023-02-28,13.390000,20.150000,10.900000,8.061500,28.057100,22.444800,25.240000,35.490000,85.320000,39.160000,104932.000000
2023-03-01,13.470000,19.500000,10.816700,8.030800,28.064300,22.065300,25.300000,35.630000,89.200000,39.380000,104385.000000
2023-03-02,13.130000,18.715000,10.658300,7.961500,28.135700,21.341600,24.640000,35.550000,89.000000,39.160000,103326.000000
2023-03-03,13.110000,18.925000,10.716700,7.907700,28.042900,21.368100,25.700000,35.640000,89.300000,38.840000,103866.000000
2023-03-06,13.500000,19.355000,11.075000,8.030800,28.264300,21.853500,25.960000,35.880000,86.150000,39.430000,104700.000000
2023-03-07,13.430000,19.800000,11.333300,8.100000,28.892900,21.915300,25.100000,35.950000,85.330000,39.590000,104228.000000
2023-03-08,13.620000,20.000000,11.683300,8.261500,28.857100,22.188900,25.420000,36.140000,86.110000,40.160000,106540.000000
2023-03-09,13.600000,19.565000,11.641700,8.053800,29.500000,21.765200,25.310000,35.900000,84.980000,39.860000,105071.000000
2023-03-10,13.510000,19.195000,11.308300,8.084600,29.235700,21.244500,24.980000,35.980000,84.700000,39.540000,103618.000000
2023-03-13,13.610000,19.075000,11.183300,8.123100,29.428600,20.988500,24.190000,36.350000,85.050000,39.790000,103121.000000
2023-03-14,13.950000,18.755000,11.116700,8.269200,29.707100,20.917900,23.760000,36.600000,83.980000,40.260000,102932.000000
2023-03-15,14.020000,18.775000,11.275000,8.400000,30.050000,20.865000,23.340000,37.250000,81.450000,40.070000,102675.000000
2023-03-16,14.260000,18.975000,11.591700,8.338500,29.221400,21.209200,23.260000,35.750000,81.750000,40.300000,103435.000000
2023-03-17,14.220000,18.650000,11.108300,8.092300,28.571400,20.600200,23.510000,35.480000,82.730000,39.870000,101982.000000
2023-03-20,14.120000,18.545000,10.916700,8.061500,28.535700,20.653100,22.930000,35.550000,83.410000,39.700000,100923.000000
2023-03-21,13.950000,18.765000,10.950000,8.007700,28.342900,21.076800,23.400000,34.850000,82.710000,39.960000,100998.000000
2023-03-22,13.950000,18.810000,10.850000,8.030800,28.271400,20.953200,23.330000,34.690000,81.680000,39.520000,100221.000000
2023-03-23,13.780000,18.605000,10.475000,8.092300,28.128600,20.432500,22.800000,34.500000,79.580000,39.890000,97926.000000
2023-03-24,13.890000,18.795000,10.591700,8.176900,28.428600,20.494300,22.790000,35.000000,78.670000,40.510000,98829.000000
2023-03-27,13.930000,18.805000,10.783300,8.376900,28.421400,20.847300,23.180000,34.970000,78.540000,41.190000,99670.000000
2023-03-28,14.590000,18.935000,10.766700,8.415400,28.435700,20.944400,23.590000,35.030000,79.370000,41.370000,101185.000000
2023-03-29,14.810000,19.155000,10.825000,8.569200,28.500000,21.147400,23.900000,34.920000,80.510000,41.730000,101793.000000
2023-03-30,14.820000,19.505000,11.150000,8.730800,28.821400,21.729900,23.970000,34.850000,81.820000,41.860000,103713.000000
2023-03-31,14.330000,19.555000,10.975000,8.800000,28.692900,21.835800,23.450000,34.830000,80.290000,40.550000,101882.000000
2023-04-03,14.330000,19.325000,10.700000,8.907700,28.328600,21.209200,24.490000,34.650000,80.310000,39.590000,101506.000000
2023-04-04,14.430000,19.645000,10.925000,8.976900,28.735700,21.632800,24.270000,35.180000,78.040000,39.630000,101869.000000
2023-04-05,14.400000,19.575000,11.016700,8.992300,28.557100,21.615200,24.350000,35.180000,76.890000,38.750000,100978.000000
2023-04-06,14.430000,19.510000,10.858300,8.992300,28.678600,21.544600,24.000000,35.050000,76.750000,38.610000,100822.000000
2023-04-10,14.460000,19.520000,10.983300,9.130800,28.457100,21.774100,24.510000,33.950000,78.230000,38.390000,101847.000000
2023-04-11,14.780000,19.970000,11.558300,9.292300,28.457100,22.480100,25.660000,33.940000,82.360000,39.090000,106214.000000
2023-04-12,14.760000,21.360000,11.500000,9.592300,28.807100,22.630200,25.850000,34.700000,80.600000,39.740000,106890.000000
2023-04-13,14.590000,21.350000,11.508300,9.492300,29.078600,22.630200,26.030000,34.950000,79.510000,39.370000,106458.000000
2023-04-14,14.650000,21.715000,11.491700,9.469200,29.314300,22.956800,26.300000,34.800000,78.810000,38.760000,106279.000000
2023-04-17,14.750000,21.765000,11.441700,9.561500,29.421400,22.912600,26.710000,35.360000,77.870000,39.480000,106016.000000
2023-04-18,14.630000,21.805000,11.366700,9.592300,29.300000,22.895000,27.390000,35.110000,78.540000,39.270000,106163.000000
2023-04-19,14.580000,21.550000,11.158300,9.515400,29.071400,22.533100,26.510000,34.730000,76.250000,39.110000,103913.000000
2023-04-20,14.600000,21.755000,11.258300,9.646200,29.628600,22.594900,26.690000,34.650000,74.660000,40.250000,104367.000000
2023-04-24,14.340000,21.710000,11.166700,9.623100,29.407100,22.391900,27.200000,35.440000,71.960000,40.350000,103947.000000
2023-04-25,14.290000,21.510000,11.416700,9.600000,29.371400,22.594900,27.090000,35.450000,70.000000,40.540000,103220.000000
2023-04-26,14.210000,21.335000,11.250000,9.538500,29.050000,22.365400,26.750000,35.130000,70.270000,40.110000,102312.000000
2023-04-27,14.160000,21.360000,11.466700,9.623100,29.192900,22.762600,26.100000,35.320000,71.760000,40.350000,102923.000000
2023-04-28,14.160000,21.430000,11.541700,9.500000,29.450000,22.877300,23.700000,36.470000,72.400000,41.120000,104432.000000
2023-05-02,14.260000,20.920000,11.375000,9.507700,29.342900,21.977100,22.740000,36.080000,69.540000,40.820000,101927.000000
2023-05-03,14.580000,20.855000,11.458300,9.400000,29.800000,21.941700,22.660000,36.090000,69.000000,39.900000,101797.000000
2023-05-04,14.630000,21.090000,11.725000,9.353800,30.435700,22.118300,23.020000,35.690000,66.860000,39.300000,102174.000000
2023-05-05,14.490000,21.625000,12.308300,9.130800,30.928600,22.939100,24.000000,35.930000,69.040000,39.220000,105148.000000
2023-05-08,14.510000,21.540000,12.766700,9.107700,31.028600,23.256800,24.510000,36.040000,69.970000,39.200000,106042.000000
2023-05-09,14.500000,21.475000,12.641700,9.215400,30.357100,23.398100,24.590000,36.250000,70.690000,39.860000,107114.000000
2023-05-10,14.400000,21.755000,12.666700,9.338500,30.500000,23.742300,24.530000,36.550000,69.360000,39.350000,107448.000000
2023-05-11,14.500000,22.200000,12.833300,9.476900,30.714300,23.971800,25.430000,37.070000,68.010000,39.320000,108256.000000
2023-05-12,14.450000,22.115000,12.891700,9.361500,31.185700,23.751100,26.250000,37.190000,68.080000,38.910000,108464.000000
2023-05-15,14.620000,22.220000,13.091700,9.507700,31.385700,23.839400,25.660000,37.170000,69.060000,39.640000,109029.000000
2023-05-16,14.600000,21.580000,12.983300,9.376900,30.864300,23.759900,26.300000,37.020000,67.640000,39.700000,108194.000000
2023-05-17,14.560000,21.615000,13.041700,9.192300,30.335700,23.998200,25.660000,37.090000,69.880000,39.460000,109460.000000
2023-05-18,14.550000,21.600000,13.083300,9.207700,30.228600,23.910000,25.810000,37.160000,69.980000,39.300000,110108.000000
2023-05-19,14.580000,22.020000,13.400000,9.323100,30.442900,23.715800,25.920000,37.080000,69.210000,40.130000,110745.000000
2023-05-22,14.620000,21.730000,13.266700,9.276900,30.350000,23.265700,25.620000,37.080000,68.100000,40.360000,110213.000000
