date,ABEV3,BBAS3,BBDC4,CMIG4,EGIE3,ITUB4,PETR4,TAEE11,VALE3,WEGE3
2021-09-24,0.90307868,1.00266999,0.89566653,1.13290382,0.99142909,0.95031697,1.01127820,0.90540874,0.79641210,1.14897165
2021-09-27,0.90250855,1.02497442,0.92263252,1.15933054,0.98467636,0.97515848,1.02030075,0.90590269,0.80779088,1.13563091
2021-09-28,0.88027366,1.00404257,0.90318270,1.13691102,0.98052000,0.95300056,1.01353383,0.90713756,0.76729882,1.13035019
2021-09-29,0.88312429,1.00953289,0.91953969,1.13931534,0.97896000,0.97012446,1.02969925,0.90318597,0.77703742,1.10811562
2021-09-30,0.87229190,1.00246607,0.92086436,1.12329694,0.97298545,0.97112853,1.02368421,0.88515683,0.86557909,1.10144525
2021-10-01,0.87058153,1.02501288,0.94479171,1.13530814,0.97740364,0.99665463,1.05263158,0.88639170,0.86512495,1.11645359
2021-10-04,0.85746864,1.01287229,0.91735488,1.12730414,0.97636364,0.98113571,1.08233083,0.88466288,0.85706408,1.07782101
2021-10-05,0.86545040,1.06108779,0.93284614,1.12730414,0.96233818,1.00491647,1.10601504,0.87601877,0.85093327,1.04307949
2021-10-06,0.86088940,1.06282216,0.93992586,1.10488462,0.97090909,1.00814083,1.07669173,0.88367498,0.87488883,1.04252362
2021-10-07,0.85974914,1.05172219,0.91647284,1.10007598,0.96675273,0.98678062,1.07518797,0.88762657,0.90100153,1.04391329
2021-10-08,0.87571266,1.07392213,0.92267051,1.13130094,0.97610545,0.99403313,1.09473684,0.90343295,0.90656467,1.07420789
2021-10-11,0.86887115,1.06559715,0.90585326,1.16733453,0.98649455,0.97670108,1.10225564,0.90269202,0.92666009,1.07337410
2021-10-13,0.88426454,1.06698465,0.90319545,1.20096381,1.00052000,0.97791135,1.11390977,0.92417881,0.89918499,1.12784880
2021-10-14,0.88312429,1.06178153,0.89478975,1.20816637,1.00025818,0.97307482,1.11578947,0.92664856,0.89918499,1.12840467
2021-10-15,0.88540479,1.09542832,0.94169579,1.20096381,1.00129818,0.99806586,1.11278195,0.93084712,0.91598794,1.11506392
2021-10-18,0.89053592,1.11728139,0.95806910,1.20976925,1.00363636,1.00491647,1.10714286,0.93776241,0.90735940,1.12173430
2021-10-19,0.86316990,1.06247528,0.92841840,1.18254109,0.99324727,0.98113571,1.05300752,0.92590763,0.89691432,1.09366315
2021-10-20,0.87514253,1.08016586,0.95629917,1.18574685,1.01272727,1.00371076,1.06804511,0.93084712,0.86750916,1.11478599
2021-10-21,0.86316990,1.03437848,0.94036980,1.10328174,1.00129818,0.98678062,1.03195489,0.92294394,0.85331747,1.09366315
2021-10-22,0.85518814,1.00281294,0.90496538,1.07045391,0.98363636,0.94888759,1.02180451,0.90936034,0.86376255,1.08087827
2021-10-25,0.87058153,1.02362539,0.91868671,1.07845790,1.00441455,0.96742992,1.09172932,0.91874537,0.87420763,1.09922179
2021-10-26,0.86431015,1.01287229,0.89788566,1.07045391,1.00025818,0.95694848,1.08120301,0.90689059,0.86489789,1.10227904
2021-10-27,0.86773090,1.01183167,0.90983706,1.07606399,1.02519636,0.96420556,1.07857143,0.91454680,0.84525660,1.08949416
2021-10-28,0.95210946,1.00281294,0.90673531,1.03762607,1.01116727,0.96219148,1.08872180,0.90713756,0.83674159,1.05141745
2021-10-29,0.96864310,0.98859111,0.88063031,1.03122495,1.01065091,0.93961643,1.02443609,0.90540874,0.81301310,1.02834908
2021-11-01,0.98973774,1.01113792,0.91210424,1.04323615,1.01584364,0.97698377,1.05263158,0.90886639,0.82107397,1.02723735
2021-11-03,1.01653364,1.01772853,0.90368401,1.06645711,1.03688364,0.98626143,1.00939850,0.92714250,0.75874410,1.04724847
2021-11-04,1.01938426,0.99379422,0.84388281,1.04403759,1.03350545,0.93422425,0.97744361,0.91257101,0.75011556,1.04836020
2021-11-05,1.02052452,1.01599416,0.88552203,1.05764127,1.02597455,0.92293109,0.97180451,0.90812546,0.72786300,1.04724847
2021-11-08,1.01140251,1.02258476,0.86514974,1.05844271,1.02675273,0.91809117,0.98195489,0.90046925,0.76748618,1.03112840
2021-11-09,1.01995439,1.02119727,0.85495775,1.07845790,1.03065091,0.90881350,1.00150376,0.91158311,0.74863963,1.02251251
2021-11-10,1.01197263,1.06802527,0.90324545,1.10167886,1.04077818,0.93180657,0.99360902,0.92763645,0.74580129,1.00833797
2021-11-11,1.00399088,1.04755970,0.90767192,1.11689582,1.04571273,0.92978651,0.99436090,0.90540874,0.77214105,1.01445247
2021-11-12,0.99828962,1.04582533,0.91653071,1.11449150,1.03116727,0.92777101,1.01466165,0.90145715,0.77543352,0.99082824
2021-11-16,0.99828962,1.03125662,0.91520335,1.09688063,1.02233818,0.91809117,1.02518797,0.88490985,0.75306743,0.98332407
2021-11-17,1.00000000,1.01668790,0.91919127,1.07446111,1.01584364,0.92171997,0.99924812,0.87330205,0.73796748,0.99416342
2021-11-18,1.00342075,1.00905668,0.91033248,1.07765646,1.01922182,0.90639125,0.99774436,0.87305508,0.70765405,0.99833241
2021-11-19,0.99144812,1.00766918,0.90944368,1.08966766,1.03246909,0.89872690,0.98120301,0.87626574,0.72695473,0.99471929
2021-11-22,0.98745724,1.00211919,0.89394226,1.07526255,1.01896000,0.89025817,0.99097744,0.87033836,0.76737265,0.96359088
2021-11-23,0.98061574,1.02986912,0.91121544,1.09287342,1.01948000,0.90518013,1.04511278,0.87997036,0.78758160,0.94941634
2021-11-24,0.97491448,1.04894719,0.93469269,1.07925934,1.01584364,0.92938432,1.06654135,0.87651272,0.80586049,0.93190661
2021-11-25,0.98232611,1.10340642,0.94222412,1.09287342,1.02181818,0.93785305,1.11353383,0.88663868,0.80041088,0.93941078
2021-11-26,0.95153934,1.06698465,0.90457281,1.07205679,1.01298545,0.92010666,1.07030075,0.88762657,0.77929366,0.90856031
2021-11-29,0.93158495,1.06871902,0.89793018,1.07686543,1.00934909,0.91405561,1.10789474,0.89701161,0.78905754,0.90077821
2021-11-30,0.91562144,1.12766317,0.88197852,1.05204159,1.00077818,0.90276245,1.10639098,0.88984935,0.79416654,0.89577543
2021-12-01,0.90421893,1.10853823,0.87937713,1.03762607,0.99662182,0.89699440,1.11278195,0.88663868,0.79734548,0.90300167
2021-12-02,0.91277081,1.13899646,0.92327955,1.07285823,1.01974182,0.93089977,1.06616541,0.91923932,0.83435739,0.90939411
2021-12-03,0.91220068,1.14041313,0.92062199,1.10488462,1.02519636,0.92767068,1.08120301,0.93010620,0.81596497,0.91106170
2021-12-06,0.91676169,1.17122553,0.94013222,1.09447631,1.03220727,0.93856998,1.08609023,0.93973821,0.86024302,0.91745414
2021-12-07,0.91790194,1.15457975,0.92904540,1.10087742,1.02104000,0.92686570,1.10375940,0.88663868,0.86660089,0.96053363
2021-12-08,0.91676169,1.15989223,0.92327955,1.11928974,1.01974182,0.91798343,1.10338346,0.88367498,0.86012948,1.00166759
2021-12-09,0.90136830,1.13403815,0.89977712,1.10728895,1.01272727,0.89335825,1.10112782,0.87651272,0.85354454,1.01445247
