date,ABEV3,BBAS3,BBDC4,CMIG4,EGIE3,ITUB4,PETR4,TAEE11,VALE3,WEGE3
2021-12-10,0.90935006,1.15103809,0.89622980,1.11849870,1.01922182,0.89457030,1.11466165,0.87922944,0.85888061,0.99499722
2021-12-13,0.91277081,1.14147562,0.87982201,1.12009118,1.02675273,0.87075467,1.10789474,0.89157817,0.88397151,0.98943858
2021-12-14,0.92189282,1.13545481,0.89312737,1.12730414,1.01506545,0.87922987,1.09473684,0.88737960,0.88385797,0.98082268
2021-12-15,0.91676169,1.11597570,0.89312737,1.13049950,1.02285818,0.87640328,1.21775123,0.89775253,0.87886250,0.98971651
2021-12-16,0.91790194,1.11243405,0.90421419,1.11689582,1.01298545,0.88528554,1.23396021,0.90343295,0.91326314,0.98943858
2021-12-17,0.91619156,1.07418417,0.87893810,1.13049950,1.01636364,0.86590647,1.20486718,0.90318597,0.89884439,0.96859366
2021-12-20,0.87913341,1.04195510,0.86075080,1.11369006,1.00934909,0.85258765,1.17037115,0.89355396,0.88873991,0.94524736
2021-12-21,0.87799316,1.04478842,0.84656153,1.10568606,1.00441455,0.85379969,1.17203361,0.89454186,0.91212781,0.94274597
2021-12-22,0.87742303,1.03876761,0.85055373,1.05364447,1.00441455,0.85702878,1.17037115,0.89725858,0.90735940,0.93579767
2021-12-23,0.88654504,1.03487179,0.85321714,1.04723295,1.00259636,0.86146991,1.17743660,0.89404791,0.89861732,0.93023902
2021-12-27,0.88540479,1.03699678,0.86296933,1.05364447,1.00389455,0.87034760,1.19489242,0.89676463,0.89634665,0.92190106
2021-12-28,0.88483466,1.03097597,0.85986689,1.05764127,1.00779273,0.86711852,1.19613927,0.89627068,0.87193696,0.92523624
2021-12-29,0.88084379,1.02566348,0.86853352,1.04403759,1.00233818,0.85985080,1.18616451,0.92936988,0.87704597,0.90994997
2021-12-30,0.90952509,1.03230356,0.86555828,1.04963727,0.99766182,0.84572241,1.18242398,0.93373433,0.88510684,0.91662034
2022-01-03,0.90421657,1.03123011,0.88813290,1.03122495,0.98805091,0.86901622,1.20902333,0.93193720,0.88556098,0.88993885
2022-01-04,0.90303690,1.03230356,0.89309254,1.03042351,0.99065091,0.89366086,1.21359509,0.93963916,0.87511590,0.88549194
2022-01-05,0.88534186,1.01512832,0.88677540,0.99759568,0.97662182,0.87669250,1.16663062,0.92962661,0.88340384,0.83879933
2022-01-06,0.87118583,1.02335812,0.89940968,0.97597760,0.96883273,0.89446648,1.16579939,0.92782949,0.90122859,0.83852140
2022-01-07,0.85702980,1.02443158,0.91249051,0.98158768,0.97013091,0.91426366,1.17120238,0.92705929,0.95368105,0.81739855
2022-01-10,0.86410781,1.02979884,0.91564611,0.97278225,0.98025818,0.92275013,1.16413693,0.92808622,0.94232771,0.79377432
2022-01-11,0.86587732,1.03409265,0.91699765,1.00080144,0.98181818,0.94335293,1.19863296,0.92859969,0.96026599,0.80711506
2022-01-12,0.87767401,1.04411154,0.91023396,1.01520655,0.98649455,0.93931110,1.23520705,0.92551890,0.97071107,0.83991106
2022-01-13,0.88416219,1.06092896,0.92647039,1.01680943,0.99454545,0.95668685,1.26014394,0.92526217,0.95595172,0.80461367
2022-01-14,0.89065038,1.08812310,0.94135526,1.01921376,0.99714182,0.94941338,1.30710841,0.92577563,0.96151486,0.85325181
2022-01-17,0.87295533,1.09027000,0.94676740,1.02001520,0.99792364,0.94941338,1.30918648,0.92603237,0.95651939,0.84352418
2022-01-18,0.85997897,1.09993107,0.96390883,1.02081664,1.00545455,0.95507103,1.31500509,0.92885642,0.97990728,0.84880489
2022-01-19,0.85761963,1.10959215,0.95172704,1.03762607,1.02156000,0.94860319,1.30877087,0.94503054,1.00147864,0.84769316
2022-01-20,0.85467046,1.11639068,0.95082800,1.04163327,1.02337818,0.94092692,1.31833001,0.96659602,0.98444862,0.85436354
2022-01-21,0.86646715,1.11639068,0.94090276,1.04003039,1.01766182,0.94133430,1.32040808,0.97506818,0.96401260,0.85075042
2022-01-24,0.86705699,1.12175794,0.96075323,1.02641631,1.01870182,0.94012130,1.32788915,0.97532491,0.95220512,0.83101723
2022-01-25,0.88888087,1.15074116,0.99909072,1.03842751,1.02311636,0.97405802,1.37111308,0.97532491,0.95436225,0.83935520
2022-01-26,0.88475203,1.13964882,0.99999572,1.03282784,1.02104000,0.98456311,1.40768718,0.96505563,0.95708706,0.85436354
2022-01-27,0.90834542,1.15539279,1.00495536,1.04883583,1.03142909,0.98819755,1.40810279,0.96864988,0.95924419,0.90050028
2022-01-28,0.88062319,1.16254914,1.01938773,1.04323615,1.04259636,1.00153147,1.35241042,0.96787968,0.94982091,0.87882157
2022-01-31,0.88298252,1.16863204,1.02840797,1.05124015,1.05714182,1.02334728,1.34451374,0.97994609,0.91814508,0.89382991
2022-02-01,0.87590451,1.16684295,1.03297533,1.06164847,1.06000000,1.03049673,1.37152869,0.96556910,0.96855393,0.89105058
2022-02-02,0.85643996,1.14752081,1.01356529,1.04323615,1.04934909,1.01432322,1.35157919,0.96325851,0.97400354,0.88299055
2022-02-03,0.85290096,1.15539279,1.02846400,1.05043871,1.06883273,1.02604912,1.33287652,0.97250086,0.97354941,0.86020011
2022-02-04,0.84995178,1.15324589,1.03523398,1.02561487,1.05922182,1.02928291,1.35615095,0.96659602,0.99886737,0.85742079
2022-02-07,0.84287377,1.14000664,1.03162253,1.00479823,1.04597455,1.02362608,1.33620144,0.96633929,1.02327706,0.86158977
2022-02-08,0.83520592,1.15217243,1.02575244,1.01120976,1.04104000,1.03494433,1.32290177,0.96223158,1.03758228,0.83991106
2022-02-09,0.85761963,1.14215354,0.93771297,1.02322096,1.05194909,0.99370668,1.32788915,0.96762295,1.03780934,0.84185659
2022-02-10,0.87000616,1.15467716,0.95125888,1.03042351,1.04831273,1.01270632,1.34825427,0.97198740,1.06573857,0.82657032
2022-02-11,0.87649434,1.19511054,0.95442337,1.02161808,1.05220727,1.07254052,1.40311542,0.96582583,1.04416722,0.82073374
2022-02-14,0.88829104,1.20011998,0.95577617,1.01120976,1.05246909,1.07011747,1.37152869,0.96223158,1.03962588,0.84602557
2022-02-15,0.90716575,1.25701297,0.95667605,1.03122495,1.05246909,1.08022191,1.34991673,0.97019027,1.00874478,0.91384102
2022-02-16,0.88947071,1.26416932,0.96796331,1.05204159,1.05324727,1.06890366,1.36861939,0.96017772,1.01612445,0.86992774
2022-02-17,0.87590451,1.26416932,0.95667605,1.03842751,1.05376727,1.05394396,1.36321640,0.95915080,0.97241407,0.85186215
2022-02-18,0.87118583,1.28993218,0.96209322,1.04243471,1.05038909,1.05798849,1.37152869,0.96787968,0.97445767,0.82851584
2022-02-21,0.85231112,1.26238023,0.95080596,1.02241952,1.05688364,1.03211362,1.40685595,0.97173066,0.97525241,0.82045581
2022-02-22,0.86764682,1.27418821,0.94719451,1.02001520,1.05740364,1.04100882,1.40228419,0.99740387,0.99216889,0.82073374
2022-02-23,0.87354517,1.28062893,0.94268318,1.04323615,1.06597455,1.02645220,1.42223369,1.01845589,0.98172382,0.79488605
2022-02-24,0.87531467,1.23983773,0.91423856,1.02322096,1.06545455,1.00906946,1.38773767,1.01794243,0.99387190,0.81489717
2022-02-25,0.89654872,1.25987551,0.91875585,1.02482384,1.03558545,1.02968599,1.41309017,1.01229432,1.04768676,0.81712062
2022-03-02,0.85643996,1.27383039,0.91023460,1.05444591,1.04052000,1.01258689,1.44093636,1.02384726,1.13136091,0.84074486
2022-03-03,0.83638558,1.24413154,0.92695668,1.06164847,1.02207636,1.01339359,1.42306492,1.02025301,1.13192858,0.86853808
2022-03-04,0.82163972,1.21300141,0.90028965,1.04003039,1.02519636,0.99802498,1.42264931,1.06081667,1.15770068,0.87576431
2022-03-07,0.79214798,1.16111787,0.87723788,0.98398160,1.01610545,0.97658317,1.32165492,1.03848099,1.19289605,0.86381323
2022-03-08,0.79273782,1.17006331,0.88853706,1.00240432,1.01350545,0.96727858,1.34908550,1.02692805,1.14055712,0.87743191
2022-03-09,0.82163972,1.23625955,0.94548638,1.04083183,1.03610545,1.01541952,1.35324165,1.05080412,1.06937165,0.90800445
2022-03-10,0.78919881,1.22015776,0.93961009,1.02962207,1.03740364,1.01622622,1.40062173,1.05465510,1.10468055,0.88160089
2022-03-11,0.77740212,1.24997045,0.93554143,1.01281264,1.03402545,1.01570923,1.35033234,1.04875027,1.09889034,0.87242913
2022-03-14,0.78565980,1.25782484,0.94232452,1.01841232,1.04025818,1.03002008,1.32456423,1.04361563,1.03996648,0.86214564
2022-03-15,0.79450732,1.23575774,0.94006349,1.02001520,1.03870182,1.02634161,1.29256189,1.05850608,1.01010718,0.83935520
2022-03-16,0.81279220,1.25221456,0.95361774,1.01921376,1.04883273,1.04637865,1.28134029,1.06158687,1.07685641,0.89577553
2022-03-17,0.82163972,1.26380914,0.95723897,1.08406799,1.09696938,1.06927417,1.24725988,1.07185615,1.11431537,0.92714728
2022-03-18,0.84051443,1.26119101,0.95497794,1.12009118,1.09296256,1.07704345,1.27219677,1.09059759,1.13546728,0.93246928
2022-03-21,0.83638558,1.28699830,0.97757631,1.14251069,1.10231554,1.10362207,1.31999246,1.08931393,1.16760872,0.91174151
2022-03-22,0.84818228,1.31280559,0.98977632,1.14571646,1.11728030,1.11875294,1.31417386,1.09778608,1.14149380,0.92434623
2022-03-23,0.83697542,1.30607325,0.98344663,1.15452189,1.12850387,1.11384675,1.33204529,1.09958321,1.13901229,0.91734361
2022-03-24,0.83756525,1.32103400,0.99791364,1.18654829,1.15202100,1.12120371,1.34742304,1.12499968,1.14515697,0.92798760
2022-03-25,0.84464327,1.32028596,1.00695180,1.18254109,1.16190522,1.12325143,1.34243566,1.13989013,1.12530491,0.92098498
2022-03-28,0.86941633,1.30756933,1.00198230,1.17694141,1.16351019,1.12243141,1.31334263,1.13501222,1.12660475,0.94115253
2022-03-29,0.89949790,1.31317961,1.02005861,1.17213277,1.15175163,1.13551920,1.34243566,1.12243236,1.11691505,0.95095620
2022-03-30,0.89477922,1.30532522,1.01372892,1.18254109,1.15442284,1.13796997,1.37111308,1.12268909,1.13286760,0.95655830
2022-03-31,0.90834542,1.31123729,1.00423737,1.21777324,1.15549282,1.12365912,1.39023136,1.13321510,1.12967709,0.97672585
2022-04-01,0.90775558,1.31048153,0.99435276,1.22258189,1.18515672,1.12680170,1.37194431,1.13603915,1.14574781,0.99101121
2022-04-04,0.89595889,1.29838943,0.98937846,1.21536892,1.16805200,1.11657078,1.35906025,1.14451131,1.15732818,0.98092743
2022-04-05,0.88888087,1.26400252,0.96178393,1.20816637,1.16431081,1.09406923,1.34617619,1.13321510,1.12388690,0.97000334
2022-04-06,0.88180286,1.27042645,0.95680365,1.21697180,1.17045758,1.09365666,1.34492935,1.12936412,1.14090296,0.96160019
2022-04-07,0.88829104,1.29385489,0.96087625,1.21057069,1.17339816,1.09284078,1.41475263,1.13039105,1.14775665,0.95571799
2022-04-08,0.88062319,1.31690546,0.97173253,1.21617036,1.17499939,1.09079181,1.42181808,1.13809301,1.12435957,0.95627820
2022-04-11,0.89654872,1.32521878,0.97037699,1.20896781,1.17633873,1.08670315,1.41101210,1.13424203,1.11077036,0.91174151
2022-04-12,0.88770120,1.32257363,0.96178393,1.19135693,1.17981056,1.06747439,1.40685595,1.14297092,1.10332584,0.90669962
2022-04-13,0.87472484,1.32899756,0.97173253,1.23218877,1.17526875,1.07033460,1.43678021,1.13321510,1.10368034,0.91202162
2022-04-14,0.86705699,1.33013120,0.96946931,1.23778844,1.17767434,1.07729274,1.29962734,1.13732281,1.08820045,0.90445879
2022-04-18,0.86764682,1.37925536,0.98666141,1.24739532,1.17874058,1.08343037,1.27676853,1.14810556,1.07023906,0.89381480
2022-04-19,0.86410781,1.33050908,0.97385840,1.17453709,1.16431081,1.06420161,1.31542070,1.13347183,1.03608878,0.87868913
2022-04-20,0.86882649,1.32861969,0.97037699,1.17934573,1.17847495,1.07115511,1.32165492,1.14451131,1.00914669,0.88008966
2022-04-22,0.87000616,1.30103458,0.95644536,1.17133133,1.17019196,1.05028996,1.27011869,1.13886320,0.95065399,0.87700850
2022-04-25,0.89183004,1.31123729,0.95047381,1.20496060,1.18782793,1.04619666,1.25141603,1.15555078,0.93446511,0.87420745
2022-04-26,0.87000616,1.28176279,0.90966423,1.20896781,1.14506986,1.01059935,1.24933796,1.16710373,0.92170306,0.83975455
2022-04-27,0.86587732,1.28743096,0.91514014,1.23058588,1.14346863,1.00241739,1.24933796,1.17454895,0.97097873,0.88597186
2022-04-28,0.86764682,1.28516369,0.90667846,1.22818156,1.13518564,0.99423543,1.25765025,1.15760464,0.99496664,0.87196661
2022-04-29,0.85643996,1.25531132,0.89473536,1.17453709,1.11968589,0.97664306,1.25848148,1.12910739,0.98421344,0.84311581
2022-05-02,0.85349079,1.24624224,0.89520191,0.86228754,1.11781529,0.97242430,1.24601304,1.11806791,0.97984126,0.81062364
2022-05-03,0.83992459,1.27193796,0.90018157,0.83266547,1.11433973,0.97734162,1.25723464,1.13347183,0.97487824,0.79577808
2022-05-04,0.84582294,1.30897002,0.91313584,0.84788243,1.14881105,0.97611229,1.33287652,1.15914503,0.96672471,0.81062364
2022-05-05,0.80984302,1.27496098,0.88324596,0.81985283,1.11326975,0.95359001,1.33038283,1.14451131,0.94923599,0.78877545
2022-05-06,0.79804633,1.27911764,0.90167606,0.81505459,1.11353911,0.97406650,1.37402238,1.14810556,0.94250047,0.76048486
2022-05-09,0.80748368,1.28251855,0.91512651,0.82706579,1.14079742,0.96014490,1.33661706,1.15555078,0.90385984,0.74675972
2022-05-10,0.80984302,1.26778130,0.92409347,0.83026114,1.13358067,0.95522757,1.34825427,1.05516857,0.89263397,0.73163405
2022-05-11,0.82281939,1.29574428,0.94003673,0.83426835,1.11861591,0.98716699,1.39521874,1.03231942,0.92985659,0.73107384
2022-05-12,0.85408063,1.32861969,0.94601471,0.83747411,1.11674531,1.00272615,1.40602472,1.04541275,0.92052139,0.73975709
2022-05-13,0.85761963,1.32673029,0.95697234,0.84627955,1.13197570,1.01459732,1.42431177,1.03540020,0.91945789,0.74227804
2022-05-16,0.86646715,1.33844452,0.97291560,0.85988322,1.13705623,1.02524379,1.56189058,1.03591367,0.94699082,0.73387489
2022-05-17,0.86882649,1.37661021,0.99284020,0.88550850,1.15362222,1.03425270,1.54158284,1.04592622,0.94297314,0.75376234
2022-05-18,0.83874492,1.35696055,0.97441010,0.88390562,1.14400362,1.01951464,1.51631099,1.05260125,0.91910339,0.74031730
2022-05-19,0.83402625,1.34902511,0.96693763,0.89110817,1.15068165,1.01623488,1.54203413,1.05439837,0.94356397,0.71510786
2022-05-20,0.82694823,1.39814927,0.97989190,0.90712658,1.16538079,1.02893179,1.57181881,1.04746661,0.96022553,0.72799269
2022-05-23,0.83048724,1.45709827,0.99582918,0.93514577,1.17606937,1.05554565,1.63364458,1.04977720,0.97984126,0.74423877
2022-05-24,0.83343641,1.42837953,1.01675210,0.95596241,1.19825088,1.07151304,1.42605439,1.07442347,0.99307597,0.73051363
2022-05-25,0.82812790,1.41968833,1.00529830,0.96396640,1.20706887,1.05226589,1.44636212,1.06697824,0.99614831,0.70894555
2022-05-26,0.83815509,1.41553167,1.01077412,0.93915297,1.17874058,1.06537102,1.44997239,1.03745406,0.99555748,0.72014975
2022-05-27,0.83815509,1.40003866,1.02522289,0.92393601,1.16778637,1.07110017,1.38092608,1.02718478,1.01292803,0.73443510
2022-05-30,0.83107707,1.36300660,1.01525761,0.89832114,1.15495783,1.06127480,1.35339782,1.02769824,1.02391757,0.71538796
2022-05-31,0.83697542,1.42878858,1.02123558,0.93274145,1.17312879,1.07110017,1.35655680,1.15596480,1.01871822,0.71062618
2022-06-01,0.83284658,1.43151974,1.00376861,0.91272625,1.12930449,1.05624112,1.35475167,1.15052564,1.04270613,0.73415499
2022-06-02,0.83284658,1.43269024,0.99878417,0.92794321,1.13224506,1.06074390,1.34301831,1.16712939,1.06232187,0.73751625
2022-06-03,0.83048724,1.41279176,0.99280045,0.91673345,1.12983948,1.05091205,1.36648503,1.18144297,1.04530581,0.72603195
2022-06-06,0.82871773,1.39523428,0.99379375,0.90792802,1.12102149,1.04722627,1.36738759,1.17170974,1.04636931,0.72771258
2022-06-07,0.80984302,1.38548013,0.98532081,0.89751970,1.10899731,1.04722627,1.38363378,1.15653734,1.07082989,0.72687227
2022-06-08,0.81161253,1.37299481,0.96786630,0.89271105,1.11835028,1.02714944,1.37686454,1.15882752,1.03396177,0.68373611
2022-06-09,0.80276501,1.37104398,0.96736966,0.88630994,1.11754593,1.00953288,1.35700808,1.15997260,0.99898432,0.68681726
2022-06-10,0.80158534,1.34802418,0.95290701,0.87429874,1.09349756,0.98740891,1.33805420,1.15481971,0.99922066,0.67225181
2022-06-13,0.78624964,1.31720105,0.93894700,0.86148610,1.09296256,0.97552528,1.32090544,1.15825497,0.96755188,0.66720992
2022-06-14,0.77563261,1.30783706,0.92946879,0.86789762,1.10365115,0.96897071,1.33579778,1.15625107,0.96566121,0.67925443
2022-06-15,0.77032410,1.32851587,0.93595514,0.87429874,1.12235710,0.97306500,1.31233106,1.15653734,0.96507038,0.67225181
2022-06-17,0.76855460,1.33163720,0.92149249,0.85988322,1.12235710,0.96077751,1.23245397,1.14565902,0.91473121,0.63947953
2022-06-20,0.76973426,1.34178152,0.94592401,0.86148610,1.12102149,1.00256518,1.32736865,1.15052564,0.89216130,0.67505286
2022-06-21,0.77681228,1.28676808,0.92946879,0.85268066,1.11540971,0.99191633,1.30093661,1.13936105,0.89806965,0.70866545
2022-06-22,0.78448013,1.28208609,0.92548363,0.85508498,1.10926293,0.98454013,1.29709195,1.13621206,0.89038879,0.72239059
2022-06-23,0.78624964,1.27389260,0.90104613,0.85107778,1.09883997,0.96200301,1.27306283,1.12275729,0.85789285,0.72575185
2022-06-24,0.80630402,1.26647944,0.89356648,0.85027634,1.09590314,0.96036437,1.26345118,1.11645932,0.88176260,0.74115762
2022-06-27,0.80925319,1.29262058,0.90603655,0.85268066,1.10097994,0.96610193,1.34466961,1.11903576,0.92229390,0.72631206
2022-06-28,0.79745650,1.29730257,0.89306984,0.84947490,1.10872794,0.95544844,1.36149000,1.12590628,0.93883729,0.73247436
2022-06-29,0.80276501,1.29066975,0.87761389,0.83186403,1.11246913,0.94561660,1.34947544,1.10443591,0.93103826,0.72911311
2022-06-30,0.79037848,1.31897570,0.86766333,0.88711740,1.10365115,0.92881704,1.34226670,1.10558099,0.90468701,0.74087751
2022-07-01,0.81161253,1.30988749,0.87518947,0.89566126,1.11059854,0.93688921,1.37110165,1.12447492,0.88743462,0.74227804
2022-07-04,0.80689385,1.30554096,0.86508719,0.88455091,1.09242757,0.92786767,1.40041717,1.10643981,0.88235343,0.74199793
2022-07-05,0.83107707,1.29842845,0.86710522,0.86575219,1.09109197,0.93442710,1.34707253,1.10128692,0.87798125,0.75684349
2022-07-06,0.83933476,1.29013052,0.86003908,0.86318569,1.09803936,0.92581900,1.32977156,1.10901625,0.88625295,0.75908433
2022-07-07,0.83933476,1.30909721,0.87771049,0.87857354,1.11888153,0.93893788,1.36869873,1.12161220,0.91201337,0.77336968
2022-07-08,0.84405344,1.32174168,0.87821955,0.87857354,1.12930449,0.93935133,1.38407737,1.11874949,0.89097963,0.76384612
2022-07-11,0.83166691,1.30000900,0.86054207,0.87686254,1.11808092,0.92417914,1.37734922,1.11960830,0.86061069,0.74451888
2022-07-12,0.81338203,1.30435554,0.86407514,0.88285102,1.13687783,0.92213048,1.35668417,1.12132593,0.86321037,0.74479898
2022-07-13,0.85938914,1.29013052,0.84437964,0.88968389,1.13769660,0.91843731,1.35764534,1.11903576,0.86025619,0.74872045
2022-07-14,0.87531467,1.28854996,0.82519319,0.89993875,1.14261687,0.90818935,1.32112107,1.13277680,0.80294517,0.73947699
2022-07-15,0.86056881,1.31502431,0.83024130,0.89310588,1.14234140,0.92458795,1.34370845,1.13363561,0.80790819,0.74367856
2022-07-18,0.85467046,1.33359586,0.84084657,0.88455091,1.14452989,0.93688921,1.37446572,1.12991408,0.81216220,0.73163405
2022-07-19,0.85408063,1.36955356,0.87165034,0.88797290,1.13988509,0.96845999,1.40233950,1.12418865,0.81393471,0.75516286
2022-07-20,0.84346360,1.36994870,0.86054207,0.89225038,1.14234140,0.95615872,1.48569580,1.12991408,0.79632781,0.72799269
2022-07-21,0.85879930,1.37943205,0.87215939,0.89822775,1.14179810,0.96394921,1.47805595,1.13506697,0.81027153,0.70950576
2022-07-22,0.85585013,1.36994870,0.86104507,0.91019361,1.15245359,0.95370126,1.49384497,1.15224327,0.81783422,0.72379111
2022-07-25,0.86587732,1.39089109,0.87266238,0.92472595,1.18525032,0.96764238,1.56362225,1.16283532,0.83295960,0.74171783
2022-07-26,0.87413500,1.39563277,0.86660223,0.91447109,1.18388443,0.96230936,1.57941127,1.15682361,0.83142343,0.73387489
2022-07-27,0.88357236,1.40472098,0.87165034,0.96232339,1.20711225,0.96558907,1.59672826,1.15796870,0.83331410,0.75264192
2022-07-28,0.89065038,1.43080018,0.87821955,0.95720152,1.20328622,0.97173971,1.64460464,1.16197650,0.83532294,0.78233304
2022-07-29,0.88062319,1.42131684,0.88023758,0.96062351,1.21120993,0.96845999,1.73933876,1.15825497,0.82421524,0.78541419
2022-08-01,0.86292815,1.40985779,0.87919589,0.95377953,1.21421719,0.96300578,1.71540057,1.16941957,0.80448134,0.78093252
2022-08-02,0.86764682,1.42882449,0.89334995,0.96660088,1.20656513,0.97326580,1.72304042,1.18144297,0.83012359,0.79493776
2022-08-03,0.86292815,1.43870297,0.90750401,0.96916737,1.17868868,0.98023909,1.72558703,1.18144297,0.79786399,0.78765503
2022-08-04,0.86587732,1.46596760,0.92418796,0.99736545,1.17486265,1.00403658,1.74239470,1.19718791,0.79325547,0.80698227
2022-08-05,0.86115864,1.49323223,0.93531464,0.99993194,1.18142429,1.02291093,1.77601003,1.20692115,0.80353601,0.80754248
2022-08-08,0.87295533,1.54025383,0.93834809,1.01873066,1.16721059,1.03563020,1.86565092,1.21923083,0.81038969,0.83275193
2022-08-09,0.86941633,1.56593790,0.95199860,1.04095137,1.17158374,1.06271443,1.89621031,1.23383068,0.82716942,0.82855035
2022-08-10,0.89418938,1.57937264,0.96716583,1.04437336,1.17349676,1.08240698,1.89009843,1.23526204,0.82776025,0.85936189
2022-08-11,0.89241988,1.64931234,0.97525300,1.04180687,1.16912360,1.08404803,1.84629663,1.20663488,0.85659301,0.84395612
2022-08-12,0.89713856,1.74256526,0.98738678,1.06146109,1.17185922,1.09718105,1.61506390,1.22123473,0.82480608,0.86552420
2022-08-15,0.90952509,1.69870477,0.98233306,1.05206173,1.18333730,1.10661822,1.61557322,1.24184628,0.80708102,0.84983833
2022-08-16,0.91424376,1.70700270,0.99648712,1.05548372,1.17732279,1.11769645,1.63034359,1.18516450,0.82657858,0.85684095
2022-08-17,0.91719294,1.69159226,0.99800385,1.11531298,1.16748606,1.12221048,1.66854283,1.20348589,0.80625385,0.85796131
2022-08-18,0.94373550,1.65247345,1.00407074,1.09906964,1.15682675,1.11892374,1.70215817,1.19947809,0.80022733,0.86952109
2022-08-19,0.92368112,1.62204771,0.99143340,1.09564765,1.14234140,1.09307611,1.61608254,1.18802722,0.79124663,0.84160845
2022-08-22,0.90952509,1.63864357,0.97778289,1.09394777,1.12840700,1.08076594,1.65071652,1.18688213,0.77966626,0.81623332
2022-08-23,0.91070475,1.64061927,0.98485689,1.09906964,1.12594686,1.08363893,1.70317681,1.18344687,0.82965093,0.81200413
2022-08-24,0.93193880,1.61335464,0.97929962,1.09821414,1.12867865,1.08815297,1.71336328,1.17142347,0.80294517,0.81172219
2022-08-25,0.93311847,1.65168317,0.98637361,1.07941542,1.10982015,1.10169044,1.69502764,1.15567853,0.81854322,0.81623332
2022-08-26,0.92427095,1.64338524,0.98283661,1.05291723,1.10681672,1.09512625,1.71336328,1.19159832,0.80625385,0.81228608
2022-08-29,0.92073194,1.67736724,0.98637361,1.04693985,1.10271521,1.09143506,1.75614643,1.20581222,0.79065580,0.79988046
2022-08-30,0.90775558,1.67262557,0.98334017,1.01701967,1.09943631,1.09862335,1.65173517,1.20551610,0.76773139,0.80044435
2022-08-31,0.90067757,1.70284084,0.95856904,1.03411850,1.10681672,1.07082355,1.86065603,1.23424001,0.76217753,0.79762489
2022-09-01,0.91011492,1.72898183,0.96763363,1.03582950,1.11610632,1.08728656,1.89537185,1.25141514,0.79445073,0.80016241
2022-09-02,0.91306409,1.73715089,0.97725330,1.03497400,1.10900138,1.10223489,1.87129475,1.24726942,0.78238911,0.85175850
2022-09-05,0.91719294,1.70039012,0.97927562,1.03497400,1.11200864,1.12008540,1.86625535,1.25141514,0.81098884,0.87121277
2022-09-06,0.91778277,1.61869950,0.97320259,1.01360879,1.10490370,1.10970436,1.79738364,1.24371594,0.79171511,0.85401407
2022-09-08,0.91424376,1.61175580,0.96763363,1.04009588,1.10271521,1.10181627,1.78058566,1.23542450,0.80216022,0.85175850
2022-09-09,0.92722013,1.65627719,0.98079388,1.03754049,1.10299069,1.11053691,1.78002573,1.22890980,0.86483094,0.85852520
2022-09-12,0.92663029,1.67710829,0.99344399,1.03326301,1.10708837,1.12382014,1.76826715,1.22861368,0.87229173,0.89433233
2022-09-13,0.91955228,1.64279823,0.98281620,1.00164294,1.08085328,1.11261124,1.71619342,1.21854550,0.84866587,0.86303634
2022-09-14,0.90716575,1.64443205,0.97826143,0.99309907,1.08467931,1.10846258,1.74251025,1.21647264,0.83312254,0.86331828
2022-09-15,0.90244707,1.62768547,0.97472085,0.98368860,1.07374835,1.11136476,1.73915065,1.20936569,0.84990934,0.84611959
2022-09-16,0.90067757,1.60930508,0.96358899,0.97257825,1.07948739,1.10763003,1.72347254,1.20373936,0.84866587,0.85937104
2022-09-19,0.91247426,1.64116442,0.98838516,0.99993194,1.09178425,1.14914481,1.75090924,1.21232692,0.87614648,0.86275439
2022-09-20,0.92957946,1.66608006,1.02026855,0.99736545,1.09014671,1.18733879,1.91226869,1.22298734,0.86358747,0.87769752
2022-09-21,0.91719294,1.65423492,1.01419553,0.99309907,1.09151260,1.17488341,1.91718929,1.23364777,0.85115280,0.87910725
2022-09-22,0.92427095,1.68446045,1.03747344,1.01958616,1.10462823,1.19854769,1.96455008,1.23690512,0.87067523,0.87431417
2022-09-23,0.90657591,1.66362934,1.01723204,1.01189779,1.11228029,1.17488341,1.84153505,1.23868186,0.85264496,0.86190856
2022-09-26,0.90067757,1.58684016,1.00103528,0.95463503,1.08495096,1.15371210,1.81201144,1.20936569,0.84555720,0.86049883
2022-09-27,0.91070475,1.57417812,0.99293993,0.92472595,1.06773383,1.14291712,1.82492802,1.18301076,0.84182681,0.84724737
2022-09-28,0.92722013,1.57458657,0.99344399,0.91190460,1.05325231,1.14250320,1.80032501,1.16346665,0.84978499,0.85485991
2022-09-29,0.92073194,1.56600906,1.00103528,0.90164974,1.04641902,1.15952586,1.80278531,1.14096132,0.85090411,0.84978488
2022-09-30,0.91660310,1.59236859,1.00407179,0.91959297,1.05242971,1.16492099,1.83292400,1.15339848,0.89579325,0.90617406
2022-10-03,0.96143054,1.71390451,1.07438605,1.01787517,1.10927685,1.23578648,1.97931189,1.18597199,0.92016519,0.94677427
2022-10-04,0.95789153,1.62171910,1.07286641,0.96660088,1.09233137,1.23786670,1.92949080,1.17383095,0.94242324,0.93718811
2022-10-05,0.95081351,1.64776252,1.08451901,0.94438017,1.07702725,1.23786670,2.00206967,1.17235034,0.95697180,0.94931178
2022-10-06,0.94550500,1.67711303,1.06222892,0.94438017,1.05789711,1.21543140,2.07034301,1.17590381,0.93943892,0.95100345
2022-10-07,0.90952509,1.68083351,1.03689955,0.92044846,1.05297683,1.21792578,2.06849779,1.18330688,0.93894154,0.94028951
